Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date
998402,Rohnert Park Farmers Market,Farmers' Market,5405,Snyder Ln,,Rohnert Park,CA,94928,2955,SONOMA,38.344807,-122.6856,04/26/2011,08/08/2016
1550865,Rohnert Park Farmers Market,Farmers' Market,500,City Center Dr,,Rohnert Park,CA,94928,,SONOMA,38.34979,-122.7033,07/19/2023,
1198719,Santa Rosa Certified Farmers Market,Farmers' Market,50,Mark West Springs Rd,,Santa Rosa,CA,95403,,SONOMA,38.496372,-122.75116,06/12/2015,
1323506,Santa Rosa Certified Farmers Market,Farmers' Market,1450,Guerneville Rd,,Santa Rosa,CA,95403,4188,SONOMA,38.456657,-122.73471,06/17/2018,
526059,SANTA ROSA CERTIFIED FARMERS MKT,Farmers' Market,1351,Maple Ave,,Santa Rosa,CA,95404,5120,SONOMA,38.433647,-122.70037,10/22/1993,09/29/2005
1134689,Santa Rosa Community Farmers Market,Farmers' Market,1501,Farmers Ln,,Santa Rosa,CA,95405,7525,SONOMA,38.434574,-122.68822,02/12/2014,
911392,Santa Rosa Original Certified Farmers Market,Farmers' Market,50,Mark West Springs Road,,Santa Rosa,CA,95403,,SONOMA,38.496346,-122.751144,06/02/2010,06/30/2015
1510111,Santa Rosa Wednesday Night Market,Farmers' Market,25,Courthouse Square,Old,Santa Rosa,CA,95404,4953,SONOMA,38.43966,-122.714134,08/24/2022,
952474,Sebastopol Certified Farmers Market,Farmers' Market,5901,McKinley St,,Sebastopol,CA,95472,,SONOMA,38.403706,-122.82214,06/02/2010,
957484,Sonoma Valley Farmers' Market,Farmers' Market,284,1st St W,,Sonoma,CA,95476,5629,SONOMA,38.29685,-122.4567,08/25/2010,
1401876,Sonoma's Tuesday Night Market,Farmers' Market,1,The Plz,,Sonoma,CA,95476,6690,SONOMA,38.29188,-122.45801,05/04/2020,
1257432,St. Andrew's Farmers Market,Farmers' Market,636,Cherry St,,Santa Rosa,CA,95404,4203,SONOMA,38.444588,-122.715744,11/15/2016,11/19/2021
1250188,TCI/ Iinterfaith Sustainable Food Collaborative,Farmers' Market,3625,Moorland Ave,,Santa Rosa,CA,95407,8107,SONOMA,38.38965,-122.71854,07/21/2016,09/20/2019
1402162,The Occidental Community Farmers Market,Farmers' Market,3611,Bohemian Hwy,,Occidental,CA,95465,,SONOMA,38.406246,-122.94768,05/13/2020,
1073044,The Springs Community Farmers' Market,Farmers' Market,18092,"Sonoma Hwy,",,Boyes Hot Springs,CA,95476,,SONOMA,38.31409,-122.4817,09/18/2012,
1101310,Thursday Night Market Association,Farmers' Market,,E Street and 4th Street,,Santa Rosa,CA,95404,4411,SONOMA,38.44197,-122.71074,07/15/2013,09/22/2021
1008412,Valley Of The Moon Certified Farmers Market,Farmers' Market,,#1 The Plaza Sonoma,,Sonoma,CA,95476,5601,SONOMA,38.29188,-122.45801,07/06/2011,08/25/2016
1008412,Valley Of The Moon Certified Farmers Market,Farmers' Market,,#1 The Plaza Sonoma,,Sonoma,CA,95476,5601,SONOMA,38.29188,-122.45801,09/12/2016,11/23/2020
1107205,West End Farmers Market,Farmers' Market,#9,4th Street,Parking lot,Santa Rosa,CA,95401,,SONOMA,38.43728,-122.721115,07/03/2013,06/04/2019
1099243,Windsor Certified Farmers Market,Farmers' Market,701,Mcclelland Ave.,,Windsor,CA,95492,,SONOMA,38.54837,-122.81462,05/09/2013,
911554,Ceres Farmers Market,Farmers' Market,2921,Third St,,Ceres,CA,95307,,STANISLAUS,37.591335,-120.95461,06/03/2010,11/20/2011
1317208,Hughson Downtown Farmers Market,Farmers' Market,2320,Charles St,,Hughson,CA,95326,8011,STANISLAUS,37.597603,-120.865425,06/04/2018,09/20/2019
727158,J&J FARMS PRODUCE & BAKERY,Farmers' Market,2507,Geer Rd,,Hughson,CA,95326,9614,STANISLAUS,37.59367,-120.84728,08/25/2003,04/13/2008
439751,MODESTO CERTIFIED FARMERS MARKET,Farmers' Market,16TH,STREET,,MODESTO,CA,95353,,STANISLAUS,37.642838,-120.99221,01/01/1930,02/24/2009
953110,Modesto Certified Farmers' Market,Farmers' Market,,16th St,16th St. between H&I Sts.,Modesto,CA,95354,,STANISLAUS,37.642838,-120.99221,06/03/2010,
365617,RAYMOND YEUNG,Farmers' Market,3020,Freedom Ln,,Modesto,CA,95354,2116,STANISLAUS,0,0,06/03/2003,09/21/2004
1058073,Riverbank Farmers' Market,Farmers' Market,2505,Patterson Rd,,Riverbank,CA,95367,2707,STANISLAUS,37.73272,-120.95265,06/13/2012,05/19/2014
1148397,Riverbank Farmers' Market,Farmers' Market,3600,Santa Fe St,,Riverbank,CA,95367,,STANISLAUS,37.735985,-120.9299,05/07/2014,12/20/2018
1105044,Stanislaus Grown CFM,Farmers' Market,2150,Yosemite Blvd,,Modesto,CA,95354,3931,STANISLAUS,37.638138,-120.958305,06/19/2013,02/06/2018
1084114,Turlock Certified Farmer's Market,Farmers' Market,,Main St. And Broadway Ave.,,Turlock,CA,95380,,STANISLAUS,37.493298,-120.847824,01/22/2013,02/06/2014
1130854,Turlock Certified Farmers Market,Farmers' Market,,Corner of Main and Broadway,,Turlock,CA,95382,,STANISLAUS,37.493298,-120.847824,02/07/2014,
1498678,Turlock Certified Farmers Market,Farmers' Market,385,E. Main St.,,Turlock,CA,95380,,STANISLAUS,37.495907,-120.844376,04/20/2022,
996992,West Modesto Certified Farmers' Market,Farmers' Market,601,S Martin Luther King Dr,,Modesto,CA,95351,2762,STANISLAUS,37.633453,-121.011955,04/18/2011,07/19/2016
1487301,Companion Farms Certified Farmers Market 5121CFM19,Farmers' Market,1333,Butte House Rd,,Yuba City,CA,95993,2301,SUTTER,39.14668,-121.636406,02/09/2022,
1097650,Hwy 20 Farmers' Market,Farmers' Market,1270,Messick Rd,,Yuba City,CA,95991,9421,SUTTER,39.05086,-121.63289,04/18/2013,03/16/2018
1099427,Live Oak Certified Farmers' Market,Farmers' Market,,Broadway,Broadway South Of Pennington Rd.,Live Oak,CA,95953,,SUTTER,39.208824,-121.67859,05/13/2013,03/16/2018
1252041,Robertson Yuba City Year Round Farmers Market,Farmers' Market,421,C St,,Yuba City,CA,95991,5082,SUTTER,39.13306,-121.61142,06/22/2016,06/14/2018
1428455,Sutter County Museum Certified Farmers Market,Farmers' Market,1333,Butte House Rd,,Yuba City,CA,95993,2301,SUTTER,39.14639,-121.63628,11/12/2020,05/22/2022
1097021,Yuba City Certified Farmers Market 1,Farmers' Market,,C St At Plumas Blvd,,Yuba City,CA,95991,,SUTTER,39.132027,-121.61398,05/01/2013,03/16/2018
1134986,Yuba City Downtown Certified Farmers Market,Farmers' Market,732,Plumas St,,Yuba City,CA,95991,4435,SUTTER,39.138535,-121.6168,03/20/2014,12/20/2018
1321678,Corning's Thursday Night Farmers Market,Farmers' Market,1414,Colusa St,,Corning,CA,96021,2412,TEHAMA,39.93089,-122.18386,06/17/2018,09/20/2019
1321678,Corning's Thursday Night Farmers Market,Farmers' Market,1414,Colusa St,,Corning,CA,96021,2412,TEHAMA,39.93089,-122.18386,03/24/2021,
331104,CRAIN FISHERIES,Farmers' Market,19795,Executive Dr,,Corning,CA,96021,9369,TEHAMA,39.93178,-122.29295,12/11/2003,07/27/2006
1070305,Frontier Village Certified Farmer's Market 52-03,Farmers' Market,645,Antelope Blvd,,Red Bluff,CA,96080,,TEHAMA,40.18586,-122.20277,08/28/2012,01/20/2017
1019849,Red Bluff Certified Farmer's Market,Farmers' Market,100,S Main St,,Red Bluff,CA,96080,3822,TEHAMA,40.17141,-122.22952,09/09/2011,
1221603,Saturday Market,Farmers' Market,2650,Main St,,Red Bluff,CA,96080,2377,TEHAMA,40.193764,-122.240425,02/04/2016,09/20/2019
1302859,Saturday Market By The River,Farmers' Market,100,Main St,,Red Bluff,CA,96080,3817,TEHAMA,40.17205,-122.23015,11/16/2017,09/20/2019
1302859,Saturday Market By The River,Farmers' Market,100,Main St,,Red Bluff,CA,96080,3817,TEHAMA,40.17205,-122.23015,10/14/2019,11/29/2024
563030,HAYFORK CERTIFIED FARMER'S MARKET,Farmers' Market,100,HIGHWAY 3,,HAYFORK,CA,96041,,TRINITY,40.45516,-123.1624,08/11/1997,09/29/2005
728522,WEAVERVILLE CERT. FARMERS MARKET,Farmers' Market,716,MAIN ST,,WEAVERVILLE,CA,96093,,TRINITY,40.73094,-122.93992,08/11/1997,09/29/2005
1091117,Weaverville Farmers' Market,Farmers' Market,,Washington St,,Weaverville,CA,96093,,TRINITY,40.730186,-122.93579,03/19/2013,09/20/2019
1091117,Weaverville Farmers' Market,Farmers' Market,,Washington St,,Weaverville,CA,96093,,TRINITY,40.730186,-122.93579,10/28/2019,07/26/2022
1503885,Weaverville Farmers' Market,Farmers' Market,691,Main St,,Weaverville,CA,96093,,TRINITY,40.731117,-122.93939,08/17/2022,
1148708,Dinuba Certified Farmer's Market,Farmers' Market,289,S L St,,Dinuba,CA,93618,2326,TULARE,36.539177,-119.38828,05/20/2014,12/20/2018
1148708,Dinuba Certified Farmer's Market,Farmers' Market,289,S L St,,Dinuba,CA,93618,2326,TULARE,36.539177,-119.38828,06/27/2019,12/16/2019
1014570,Dinuba Farmers Market,Farmers' Market,,"Corner of Tulare & ""L"" St.",,Dinuba,CA,93221,,TULARE,36.54323,-119.38705,08/15/2011,02/14/2012
1469736,Downtown Visalia Certified Farmers Market 5400296,Farmers' Market,105,S Church St,,Visalia,CA,93291,6310,TULARE,36.32993,-119.29136,09/23/2021,
858479,Farmersville Farmers Market,Farmers' Market,175,E Front St,,Farmersville,CA,93223,1223,TULARE,36.304596,-119.20619,06/28/2008,07/09/2008
1012832,Farmersville Farmers Market,Farmers' Market,175,E Front St,,Farmersville,CA,93223,1223,TULARE,36.304596,-119.20619,08/15/2011,08/08/2016
1362531,Kaweah Delta Farmers Market On Akers,Farmers' Market,1100,S Akers St,,Visalia,CA,93277,8311,TULARE,36.320793,-119.34952,05/16/2019,11/24/2023
277662,PAREDEZ FARMS,Farmers' Market,1425,N Anderson Rd,,Exeter,CA,93221,9674,TULARE,36.30778,-119.17141,12/08/1993,09/29/2005
277662,PAREDEZ FARMS,Farmers' Market,1425,N Anderson Rd,,Exeter,CA,93221,9674,TULARE,36.30778,-119.17141,10/04/2005,05/24/2007
424770,TULARE CO CERT FRM MKT,Farmers' Market,3501,S Mooney Blvd,,Visalia,CA,93277,7775,TULARE,0,0,12/02/1991,02/10/2004
677425,VENEGAS ROASTED PEANUTS,Farmers' Market,13676,Avenue 416,,Orosi,CA,93647,9655,TULARE,0,0,08/18/1999,07/01/2004
863295,Visalia Farmers Market Association,Farmers' Market,100,N Church St,,Visalia,CA,93291,6315,TULARE,36.330193,-119.29113,10/01/2008,12/20/2018
1361134,Visalia Farmers Market Association,Farmers' Market,465,W Putnam Ave,,Porterville,CA,93257,3320,TULARE,36.06953,-119.02725,05/23/2019,11/24/2023
1014558,Woodlake Farmers Market,Farmers' Market,,Miller Brown City Park,Corner of Magnolia & Antelope,Woodlake,CA,93221,,TULARE,36.296383,-119.1411,08/15/2011,02/14/2012
1441153,Peaceful Valley Farmers Market,Farmers' Market,14888,Peaceful Valley Rd,,Sonora,CA,95370,2805,TUOLUMNE,37.97903,-120.31736,04/09/2021,
1590035,Sonora Farmers Market 1816,Farmers' Market,100,Stewart,Shepherd,Sonora,CA,95370,,TUOLUMNE,37.984074,-120.38189,04/02/2024,
1000655,Tuolumne Village Certified Farmers Market,Farmers' Market,18640,Main St,,Tuolumne,CA,95379,9686,TUOLUMNE,37.961266,-120.2387,05/05/2011,11/06/2016
1587229,Adventist Health Simi Valley Farmers Market,Farmers' Market,3000,Sycamore Dr,,Simi Valley,CA,93065,1018,VENTURA,34.290543,-118.74346,03/26/2024,
1232779,Channel Islands CFM,Farmers' Market,3350,Harbor Blvd,,Oxnard,CA,93035,,VENTURA,34.169365,-119.22981,02/17/2016,
857266,Downtown Oxnard Farmer's Market,Farmers' Market,,5th and B streets,,Oxnard,CA,93030,,VENTURA,34.19812,-119.17987,08/01/2008,11/20/2011
1072305,Downtown Ventura Certified Farmers' Market,Farmers' Market,200,E Main St,,Ventura,CA,93001,2623,VENTURA,34.280754,-119.29767,09/07/2012,
1072286,Midtown Ventura Certified Farmers' Market,Farmers' Market,3301,E. Main Street,Pacific View Mall,Ventura,CA,93003,,VENTURA,34.268402,-119.248764,09/07/2012,
1097403,Ojai Certified Farmers Market,Farmers' Market,300,E Matilija St,,Ojai,CA,93023,2724,VENTURA,34.448895,-119.2445,05/07/2013,03/16/2018
1097403,Ojai Certified Farmers Market,Farmers' Market,300,E Matilija St,,Ojai,CA,93023,2724,VENTURA,34.448895,-119.2445,04/04/2018,
1453473,Ojai Community Farmers' Market,Farmers' Market,414,E Ojai Ave,,Ojai,CA,93023,2819,VENTURA,34.448036,-119.24269,05/25/2021,
1142474,Pleasant Valley Certified Farmers' Market & Crafts,Farmers' Market,1605,Burnley St,,Camarillo,CA,93010,4598,VENTURA,34.225464,-119.05013,05/01/2014,12/20/2018
1482878,Santa Paula Certified Farmers Market,Farmers' Market,200,North 10th Street,,Santa Paula,CA,93061,,VENTURA,34.355675,-119.06126,02/25/2022,
1504198,Saticoy Farmers Market,Farmers' Market,11321,Violeta St,,Ventura,CA,93004,3317,VENTURA,34.28627,-119.14763,06/05/2022,
1490688,Simi Valley City Hall Certified Farmers Market,Farmers' Market,2757,Tapo Canyon Rd,,Simi Valley,CA,93063,6832,VENTURA,34.285946,-118.71791,02/24/2022,
1215930,Simi Valley City Hall Certified Farmers' Market,Farmers' Market,2757,Tapo Canyon Rd,,Simi Valley,CA,93063,6832,VENTURA,34.285973,-118.71787,01/28/2016,02/23/2022
1165405,Sunshine Certified Farmers Market,Farmers' Market,901,S Kimball Rd,,Ventura,CA,93004,2003,VENTURA,34.27375,-119.19039,10/02/2014,09/20/2019
1072299,Thousand Oaks Certified Farmers' Market,Farmers' Market,350,W Hillcrest Dr,,Thousand Oaks,CA,91360,4295,VENTURA,34.183956,-118.888336,09/07/2012,
668196,VENTURA C. CERTIFIED FAR,Farmers' Market,15750,LOS ANGELES AVE,,MOORPARK,CA,93021,1959,VENTURA,34.27887,-118.87477,04/14/1986,05/30/2007
1299718,Westlake Promenade Farmers Market,Farmers' Market,100,Promenade Way,,Westlake Village,CA,91361,,VENTURA,34.158905,-118.821304,09/22/2017,09/20/2019
1232782,Westlake Village CFM,Farmers' Market,2797,Agoura Rd,,Westlake Village,CA,91361,3219,VENTURA,34.150196,-118.82443,02/17/2016,
963400,Davis Farmers Market,Farmers' Market,301,C St,,Davis,CA,95616,,YOLO,38.544334,-121.74398,10/06/2010,
681911,DAVIS FARMERS MARKET ASSOCIATION,Farmers' Market,4,& C STS CENTRAL PARK,,DAVIS,CA,95616,,YOLO,38.54547,-121.74401,07/19/1988,07/27/2006
391647,FRUIT TREE,Farmers' Market,415,Grant Ave,,Winters,CA,95694,1623,YOLO,38.522606,-121.97747,11/07/2002,07/27/2006
1550339,International Rescue Committee Farmstand #2,Farmers' Market,491,Regatta Ln,,West Sacramento,CA,95605,3200,YOLO,38.596542,-121.51447,06/16/2023,
1075991,Sutter Davis Hospital Farmers Market,Farmers' Market,2000,Sutter Pl,,Davis,CA,95616,6201,YOLO,38.56224,-121.77121,11/01/2012,
369261,"TAMANO FARMS, INC",Farmers' Market,50980,COUNTY ROAD 128-A,,WEST SACRAMENTO,CA,95691,,YOLO,38.58031,-121.53562,05/22/2003,06/11/2008
1219625,The Woodland Farmers Market WHC,Farmers' Market,1325,Cottonwood St,,Woodland,CA,95695,5199,YOLO,38.66405,-121.79334,11/23/2015,
1075983,UC Davis Farmers Market,Farmers' Market,397,Hutchinson Dr,,Davis,CA,95616,,YOLO,38.533997,-121.76493,11/01/2012,
994415,West Sacramento Farmers Market,Farmers' Market,1271,W Capitol Ave,,West Sacramento,CA,95691,2718,YOLO,38.58091,-121.52503,03/25/2011,10/06/2016
1259482,West Sacramento Farmers Market 571272,Farmers' Market,985,Riverfront St,,West Sacramento,CA,95691,2861,YOLO,38.537476,-121.557335,10/03/2016,05/13/2018
848321,Woodland Certified Farmers Market,Farmers' Market,250,1st St,,Woodland,CA,95695,3411,YOLO,38.67911,-121.77317,04/21/2008,
326275,WOODLAND FARMERS MARKET,Farmers' Market,1264,GIBSON RD,,WOODLAND,CA,95776,,YOLO,38.66277,-121.76188,01/02/2004,09/18/2006
1411000,Brownsville Farmers Market,Farmers' Market,16900,Willow Glen Rd,,Brownsville,CA,95919,9707,YUBA,39.459923,-121.28392,07/30/2020,
261547,DHILLON FARM,Farmers' Market,3740,FEATHER RIVER BLVD,,MARYSVILLE,CA,95901,,YUBA,39.124756,-121.57679,12/04/1995,05/30/2007
1587906,Dobbins Certified Farmers Market,Farmers' Market,9761,Marysville Road,,Dobbins,CA,95935,,YUBA,39.377827,-121.22935,03/28/2024,
1431595,Dobbins Farmers Market,Farmers' Market,10077,Marysville Rd,,Dobbins,CA,95935,9623,YUBA,39.38091,-121.21501,01/22/2021,
1103732,Marysville Certified Farmers' Markt,Farmers' Market,,D St,Between 3rd & 4th St,Maryville,CA,95901,9421,YUBA,39.143204,-121.58939,06/04/2013,03/16/2018
1091162,Marysville's Friday Night Market,Farmers' Market,200,D St,,Marysville,CA,95901,5919,YUBA,39.13704,-121.58859,04/23/2013,05/15/2013
851551,Brighton Saturday Market,Farmers' Market,51,S 1st Ave,,Brighton,CO,80601,1603,ADAMS,39.98587,-104.82235,04/16/2008,07/27/2015
1139581,Farmers & Artisans COmmuntiy Market,Farmers' Market,,"Muegge House, Hwy 79",,Bennett,CO,80102,,ADAMS,39.872322,-104.41399,03/15/2014,11/20/2018
1139593,Get To Know Your Farmer 4,Farmers' Market,,88th & Rosemary St,,Commerse City,CO,80022,,ADAMS,39.84925,-104.89963,03/15/2014,04/06/2014
1396215,Reunion Farmers' Market,Farmers' Market,17410,Parkside Dr N,,Commerce City,CO,80022,,ADAMS,39.894375,-104.7884,03/04/2020,11/29/2024
1325942,Alamosa Farmers Market n/a,Farmers' Market,6,State Ave,,Alamosa,CO,81101,2632,ALAMOSA,37.47595,-105.86628,06/12/2018,
1602321,Alamosa Farmers Market,Farmers' Market,6th,Ross,,Alamosa,CO,81101,,ALAMOSA,37.46168,-105.870125,07/22/2024,
1432050,Rio Grande Farm Park Farm Stand,Farmers' Market,6735,Hwy 17,,Alamosa,CO,81101,,ALAMOSA,37.477444,-105.85744,12/10/2020,
817072,Valley Farmers Market,Farmers' Market,,State Ave & Main,,Alamosa,CO,81101,,ALAMOSA,37.46819,-105.86546,03/21/2007,09/20/2019
1396214,Aspen Grove Farmers' Market,Farmers' Market,7301,S Santa Fe Dr,,Littleton,CO,80120,2973,ARAPAHOE,39.583954,-105.02483,03/14/2020,11/29/2024
1627362,Downtown Littleton Farmers Market,Farmers' Market,5641,S Nevada St,,Littleton,CO,80120,1115,ARAPAHOE,39.614597,-105.017555,12/31/2024,
817076,Historic Downtown Littleton Farmers Market,Farmers' Market,,W Main & N Nevada St,,Littleton,CO,80120,,ARAPAHOE,39.613716,-105.01729,03/21/2007,07/15/2009
1526290,Rebel Marketplace NAFMNP,Farmers' Market,12000,E 6th Ave,,Aurora,CO,80010,,ARAPAHOE,39.72482,-104.84822,11/29/2022,
1067555,Pagosa Farmers Market,Farmers' Market,191,Pagosa St,,Pagosa Springs,CO,81147,,ARCHULETA,37.268864,-107.004875,07/25/2012,
1161800,Pagosa Springs Farmers Market,Farmers' Market,191,E Pagosa St,,Pagosa Springs,CO,81147,,ARCHULETA,37.26936,-106.99988,08/29/2014,11/13/2016
784931,Boulder County Farmers Market,Farmers' Market,1435,Yarmouth Ave,,Boulder,CO,80304,0562,BOULDER,40.058258,-105.27957,07/21/2006,12/26/2019
279105,BOULDER COUNTY FARMERS MKT,Farmers' Market,1700,13th St,,Boulder,CO,80302,6226,BOULDER,40.014427,-105.27729,05/26/1988,08/30/2006
1407841,Boulder Farmers Market,Farmers' Market,1750,13th St,,Boulder,CO,80302,6226,BOULDER,40.01506,-105.27756,06/08/2020,
1490138,Erie Farmers' Market,Farmers' Market,600,Briggs St,,Erie,CO,80516,5021,BOULDER,40.050434,-105.047775,02/14/2022,
1475908,Growing Gardens Farm Stand,Farmers' Market,1630,Hawthorn Ave,,Boulder,CO,80304,2247,BOULDER,40.034714,-105.27637,10/25/2021,
1407401,Lafayette Farmers Market,Farmers' Market,400,E Simpson St,,Lafayette,CO,80026,2394,BOULDER,39.99797,-105.086494,06/08/2020,10/17/2024
816833,Longmont Farmers Market,Farmers' Market,,Hover/Nelson Fairgrounds,,Longmont,CO,80503,,BOULDER,40.189114,-105.137665,03/17/2007,05/12/2015
1407844,Longmont Farmers Market,Farmers' Market,9595,Nelson Rd,,Longmont,CO,80501,6318,BOULDER,40.1545,-105.1259,06/26/2020,
895482,Louisville Farmers Market,Farmers' Market,824,Front St,,Louisville,CO,80027,1850,BOULDER,39.97842,-105.13073,05/01/2009,09/20/2019
1490130,Louisville Farmers' Market,Farmers' Market,824,Front St,,Louisville,CO,80027,1850,BOULDER,39.97841,-105.13054,02/10/2022,
860516,Natures Point Markets,Farmers' Market,309,S Public Rd,,Lafayette,CO,80026,2251,BOULDER,39.99545,-105.09048,07/23/2008,05/12/2015
1311865,Nederland Farmers Market,Farmers' Market,151,East St.,,Nederland,CO,80466,,BOULDER,39.962357,-105.50557,02/27/2018,02/27/2020
1397903,Nederland Farmers Market,Farmers' Market,80,E 2nd St,,Nederland,CO,80466,5207,BOULDER,39.962624,-105.50895,02/24/2020,
1488323,Wild Wellspring Farm,Farmers' Market,3877,75th St,,Boulder,CO,80301,4516,BOULDER,40.045063,-105.181,02/11/2022,
1010139,Broomfield Farmers Market,Farmers' Market,1700,W 10th Ave,,Broomfield,CO,80020,1716,BROOMFIELD,39.928802,-105.08983,06/23/2011,08/25/2016
1010139,Broomfield Farmers Market,Farmers' Market,1700,W 10th Ave,,Broomfield,CO,80020,1716,BROOMFIELD,39.928802,-105.08983,09/22/2016,11/23/2020
1460701,Broomfield Farmers Market,Farmers' Market,1700,W 10th Ave,,Broomfield,CO,80020,1716,BROOMFIELD,39.92835,-105.088875,07/26/2021,
852710,Food Shed Alliance -Salida Farmers Market,Farmers' Market,527,H Street,,Salida,CO,81201,2724,CHAFFEE,38.533646,-105.997635,04/29/2008,12/26/2019
852710,Food Shed Alliance -Salida Farmers Market,Farmers' Market,527,H Street,,Salida,CO,81201,2724,CHAFFEE,38.533646,-105.997635,01/08/2020,
949108,Westcliffe Farmers Market,Farmers' Market,315,Main St,,Westcliffe,CO,81252,9570,CUSTER,38.136074,-105.45067,05/14/2010,04/14/2014
1398008,Arbol Farmers Market,Farmers' Market,41679,O Rd,,Paonia,CO,81428,8206,DELTA,38.856197,-107.57749,03/26/2020,
1243026,Athmar Park Farmers' Market,Farmers' Market,1085,S Tejon St,,Denver,CO,80223,2520,DENVER,39.696873,-105.01276,04/29/2016,09/20/2019
1139583,Broadway Farmers Market,Farmers' Market,23,Lincoln St,Church Lawn,Denver,CO,80203,,DENVER,39.717022,-104.98632,05/22/2014,11/23/2018
1437919,City Park Farmers Market,Farmers' Market,2551,E. Colfax Ave,,Denver,CO,80206,,DENVER,39.74026,-104.95676,03/24/2021,
1125638,Denver Botanic Gardens Farmstand At Denver Human S,Farmers' Market,1200,Federal Blvd,,Denver,CO,80204,3221,DENVER,39.73503,-105.02517,01/16/2014,11/24/2023
1526285,Denver Union Station Farmers Market NAFMNP,Farmers' Market,1701,Wynkoop St,,Denver,CO,80202,1041,DENVER,39.753464,-105.00053,12/27/2022,
851563,Denver Urban Gardens,Farmers' Market,3377,Blake St,Ste 113,Denver,CO,80205,2463,DENVER,39.767166,-104.977776,04/16/2008,09/20/2019
1110191,Denver Urban Gardens-Fairview Market,Farmers' Market,2715,W 11th Ave,,Denver,CO,80204,3312,DENVER,39.7339,-105.02136,08/05/2013,06/10/2021
1110056,Denver Urban Gardens-Horse Barn Market,Farmers' Market,1031,33rd St,,Denver,CO,80205,2763,DENVER,39.76333,-104.974495,08/01/2013,09/20/2019
931470,Denver Urban Homesteading,Farmers' Market,200,Santa Fe Dr,,Denver,CO,80223,1329,DENVER,39.719482,-104.99854,12/29/2009,06/11/2015
1139589,Get to Know Your Farmer Market 1,Farmers' Market,52,Federal Blvd,,Denver,CO,80219,1540,DENVER,39.71775,-105.02499,03/15/2014,04/06/2014
1139591,Get to Know Your Farmer Market 2,Farmers' Market,,Colorado Blvd,Parking Lot,Denver,CO,80206,,DENVER,39.71634,-104.94062,03/15/2014,04/06/2014
1526386,Green Valley Ranch Farmers Market NAFMNP,Farmers' Market,4890,Argonne Way,,Denver,CO,80249,8375,DENVER,39.785908,-104.767,12/13/2022,
1252136,Groundwork Denver,Farmers' Market,3050,Champa St,,Denver,CO,80205,2748,DENVER,39.760048,-104.976425,07/08/2016,09/20/2019
1492523,Huerta Urbana Farmers Market,Farmers' Market,2501,E 48th Ave,,Denver,CO,80216,2949,DENVER,39.784035,-104.95692,02/23/2022,
1343054,Jovial Concepts,Farmers' Market,5045,W 1st Ave,,Denver,CO,80219,1005,DENVER,39.718235,-105.05155,10/31/2018,11/24/2023
1260979,Mental Health Center Of Denver,Farmers' Market,3401,Eudora St,,Denver,CO,80207,2500,DENVER,39.76562,-104.93059,10/25/2016,
1093935,Mo' Betta Green Marketplace 1,Farmers' Market,123,Park Ave W,,Denver,CO,80205,3209,DENVER,39.74786,-104.97866,07/26/2013,03/16/2018
1112299,Mo' Betta Green Marketplace 2,Farmers' Market,1960,Ogden St,,Denver,CO,80205,,DENVER,39.74749,-104.97461,07/26/2013,06/19/2016
833029,Osage Mercado,Farmers' Market,1001,Osage St,,Denver,CO,80204,,DENVER,39.732937,-105.00538,09/19/2007,07/15/2009
1252142,Slow Food Denver Farmer's Market,Farmers' Market,3350,Brighton Blvd,,Denver,CO,80216,5072,DENVER,39.769306,-104.98014,07/05/2016,09/20/2019
1500256,South Pearl Street Farmers Market NAFMNP,Farmers' Market,1581,S Pearl St,,Denver,CO,80210,2634,DENVER,39.68786,-104.9807,05/05/2022,
816359,Tri County Farmers Markets,Farmers' Market,,Civic Center Park,,Denver,CO,80204,,DENVER,39.87251,-104.98489,03/13/2007,10/08/2008
1245280,Union Station Farmers Market,Farmers' Market,1701,Wynkoop,,Denver,CO,80202,,DENVER,39.752895,-104.99974,05/26/2016,02/19/2021
1400647,University Hills Plaza,Farmers' Market,2500,S Colorado Blvd,,Denver,CO,80222,5909,DENVER,39.670395,-104.94031,04/16/2020,11/29/2024
1305881,Highlands Ranch Farmers' Market,Farmers' Market,9288,Dorchester Street,,Highlands Ranch,CO,80126,,DOUGLAS,39.54751,-105.00005,12/15/2017,
1400653,Lone Tree Entertainment District,Farmers' Market,9355,Park Meadows Dr,,Lone Tree,CO,80124,5313,DOUGLAS,39.555485,-104.87915,05/01/2020,11/29/2024
1141770,Edward's Farmer's Market,Farmers' Market,56,Edward's Village Blvd,Parking Lot Of Edward's Corner,Edwards,CO,81632,,EAGLE,39.643806,-106.59451,05/07/2014,11/23/2018
1438930,Backyard Market,Farmers' Market,12530,Black Forest Rd,,Colorado Springs,CO,80908,3402,EL PASO,39.01383,-104.70058,03/01/2021,
1549525,Backyard Market At Park Union,Farmers' Market,124,W Cimarron St,,Colorado Springs,CO,80903,3808,EL PASO,38.827312,-104.82858,06/02/2023,
1456314,Backyard Market At The Farm,Farmers' Market,11141,Ridgeline Dr,,Colorado Springs,CO,80921,3971,EL PASO,39.00234,-104.811646,08/03/2021,
780992,Colorado Farm and Art Market,Farmers' Market,215,S Tejon St,,Colorado Springs,CO,80903,2283,EL PASO,38.83038,-104.82367,05/31/2006,12/26/2019
