osm_id,osm_type,name,lat,lon,city,state,postcode,website,opening_hours
702148749,way,Betty's Market,39.6388576,-106.3657759,,CO,,,
955760609,way,Bluebird Market,39.6308581,-106.074003,,CO,,,
1112094145,way,Mangiare Italian Market,39.5939722,-106.4334822,Minturn,CO,81645,,
7996117979,node,Brookfield Market and Deli,41.4826344,-73.4082301,Brookfield,CT,06804,https://thenewbrookfieldmarketanddeli.com/,
8017013871,node,LaRocca's Country Market,41.1450957,-73.5891956,Stamford,CT,06903,,
9140878415,node,Willimantic Farmers' Market,41.712225,-72.2188459,Willimantic;Windham,CT,06226,https://www.willimanticfarmersmarket.org/,May Sa[2]-Oct Sa[-1] Sa 08:00-12:00
9941654433,node,South Windsor Farmer's Market,41.8433392,-72.5488936,South Windsor,CT,06074,,Sa 09:00-12:00
12974149751,node,Europa Balkan Food Market,41.095937,-73.519954,,CT,,,
915685310,way,Parkville Market,41.7585594,-72.701802,Hartford,CT,06106,https://parkvillemarket.com/,Mo 11:00-20:00; Tu-We 11:00-21:00; Th-Sa 11:00-22:00; Su 11:00-20:00; Dec 25 off; Nov Th[4] off
1380690730,way,The Georgtown Owl Market,41.2581621,-73.4275836,Redding;Georgetown,CT,06896,https://www.georgetownowl.com/,Tu-Su 07:00-15:00
312006390,way,New Castle Farmers Market,39.6662491,-75.600588,,DE,,,
545367920,way,New Castle Farmers Market,39.667069,-75.5991427,,DE,,,
1924784930,node,Chiefland Farmers Flea Market,29.4905916,-82.8644475,Chiefland,FL,32626,,
2290635632,node,McCraken Farms,27.5376793,-81.4487845,,FL,,,
3233769733,node,Upper East Side Farmers Market,25.8366339,-80.1840315,,FL,,,Sa 09:00-14:00
3669389543,node,Riverside Arts Market,30.3162294,-81.6750606,,FL,,,Sa 10:00-15:00
4608877545,node,Farm Market,28.237937,-81.2109926,,FL,,http://www.osceolacountygrown.com/,Sa 10:00-13:00
4852402689,node,Bauernmarkt: Farmer's Market,28.3684426,-81.5468528,,FL,,,Mar 01-May 29 unknown
5788289985,node,Asian Market,30.759049,-86.5695962,Crestview,FL,,,
6019671530,node,Mima Market,25.8650703,-80.1933412,Miami Shores,FL,33138,,
6342353386,node,Celebration Farmers Market,28.3187143,-81.5407514,Celebration,FL,34747,https://www.celebrationfarmersmarket.com/,Su 09:00-14:00
6530476861,node,Farmers Market Oceanside,27.6494553,-80.3557959,,FL,,,Sa 08:00-12:00
6712640521,node,Baum Ave market,27.7713149,-82.6505292,Saint Petersburg,FL,33705,https://baumavemarket.com/,Mo-Su 09:00-20:00
8007791766,node,Grove Street Farmers Market,29.6614456,-82.3279935,Gainesville,FL,32601,https://www.grovestreetfarmersmarket.com/,Mo 16:00-19:00
8007791767,node,GNV Market,29.6460704,-82.3243336,Gainesville,FL,32601,,Th 16:00-19:00
8608676631,node,Bob's Blueberry Farm,28.363556,-82.6288699,,FL,,,
8641482766,node,New Smyrna Beach Farmers' Market,29.0266583,-80.9232966,New Smyrna Beach,FL,32168,,
9402957954,node,Saint Petersburg Saturday Morning Market,27.7697675,-82.6333932,,FL,,https://saturdaymorningmarket.com/,Sa 09:00-14:00
9603406643,node,Babcock Farmers Market,26.7839579,-81.7466978,,FL,,,Su 09:00-13:00
9814406247,node,Parkesdale Farm Market,28.0200959,-82.1619388,Plant City,FL,33563,https://parkesdale.com/,We-Su 09:00-18:00
9934299817,node,World Wine Market,25.7921211,-80.2815244,,FL,,,
9934299831,node,World Wine Market,25.7914611,-80.2789352,,FL,,,
10010240943,node,Farmer's Market,30.6711371,-81.4598245,,FL,,,
10813148831,node,Trenton State Farmer's Market,29.6259333,-82.8080401,Trenton,FL,32693,https://www.freshfromflorida.com/Business-Services/State-Farmers-Markets/Trenton-State-Farmers-Market,
11223358891,node,Duda Farm Fresh Foods,26.6511733,-80.2366686,Wellington,FL,33414,,
12286726201,node,Yellow Green Farmers Market,26.028297,-80.168939,,FL,33021,,
12330948902,node,Redland Market Village,25.5388418,-80.4100598,,FL,33032,https://redlandmarketvillage.com/,Th-Fr 07:00-18:00; Sa-Su 11:00-18:00
12459457564,node,Montura’s Market,26.6403263,-81.1081423,,FL,,,
107477474,way,Waldo Farmers Market,29.8185198,-82.1654394,,FL,32694,,Sa-Su 08:00-16:00
399347548,way,Alachua County Farmer's Market,29.7099863,-82.3534512,,FL,,https://441market.com/,Sa 08:30-13:00
476464516,way,Daytona Flea & Farmers Market,29.1645007,-81.0837385,Daytona Beach,FL,32124,https://daytonafleamarket.com/,
478681053,way,Kissimmee Valley Farmer's Market,28.2904237,-81.4058402,,FL,,,
601192485,way,Petty's Meat Market,28.2110698,-80.671595,,FL,,https://www.pettysmeatmarket.com/,
783389262,way,Pecan Park Flea & Farmers' Market,30.5146206,-81.6368011,,FL,,,
833930260,way,Grand Fresh Market,28.2351628,-82.7234881,,FL,,,
888785193,way,Sumter County Farmers Market,28.6159636,-82.0568298,Webster,FL,33597,http://www.sumtercountyfarmersmarket.com/,
1065704627,way,Yellow Green Farmers Market,26.028275,-80.1690371,,FL,,,
1150357112,way,Palm City Farms Produce & Market,27.1609413,-80.3195583,,FL,,,
2096589,relation,East End Market,28.5683229,-81.3436593,,FL,,,
1253900309,node,East Atlanta Farmer's Market,33.7388641,-84.3441,,GA,,,Th 16:00-18:00
1460581338,node,Grant Park Farmers Market,33.7363316,-84.3733083,,GA,,,
1576241262,node,State Farmer's Market,33.618655,-84.3954165,,GA,,,
3162256295,node,Achachi International Market,33.9250092,-83.3788895,Athens,GA,30605,,
4020735007,node,Green Market,33.7841708,-84.3779313,,GA,,,Mar-Dec: Sa 09:00-13:00
4997265457,node,Woodstock Market,34.0855044,-84.5747897,,GA,,,
5901823288,node,Burger's Market,33.7626203,-84.7240662,Douglasville,GA,30134,,
6198477611,node,Nature Market,31.1576546,-81.3911234,Saint Simons Island,GA,31522,,
7968715252,node,Athens Farmers Market,33.964433,-83.412198,,GA,,,Sa 08:00-12:00
7968805246,node,Monroe Farmers Market,33.794494,-83.7128681,,GA,,http://monroedowntownfarmersmarket.com/,Sa 08:00-12:00
9371374606,node,Kabul Market,33.8103542,-84.2706476,Decatur,GA,,,
9903880779,node,Atlanta State Farmers Market,33.6205818,-84.3954545,Forest Park,GA,30297,,
10582557527,node,Nam Dae Mun Farmers Market,33.5673137,-84.3255937,Morrow,GA,30260,,
11238498548,node,Saturday Market On The River,33.4779069,-81.9639997,,GA,,,
11294805858,node,HN Asian Market,33.7808203,-84.2393719,,GA,,,
11340593274,node,Brunswick Harbor Market,31.1494774,-81.4984797,Brunswick,GA,31520,https://forwardbrunswick.org/farmersmarket/,"Sa[1],Sa[3],Sa[5] 08:00-14:00"
11340593275,node,Forward Brunswick Farmers' Market,31.1495383,-81.4984931,Brunswick,GA,31520,https://forwardbrunswick.org/farmersmarket/,"Sa[2],Sa[4] 09:00-13:00"
11413262187,node,Veggie Park Farmers Market,33.4775311,-81.9893703,,GA,,,
11617854978,node,Z's Oriental Market,33.4891157,-82.1359946,,GA,,,
11992553926,node,La Grange Farmer's Market,33.0407836,-85.0190857,,GA,,,
12173925785,node,LaFayette Farmers Market,34.7050425,-85.2814054,,GA,,,Jun-Aug Sa 09:00-12:00
12986272821,node,Westside Market,34.0383529,-84.3415851,,GA,,,
39448667,way,Atlanta Municipal Market,33.7539279,-84.3799682,,GA,,,
44684944,way,Morningside Farmers Market,33.7923154,-84.3523329,,GA,,https://www.morningsidemarket.com/,Sa 08:00-11:30
487350846,way,State Farmer's Market,32.8161862,-83.6830327,Macon,GA,31206,,Mo-Su 08:00-19:00
597420117,way,Bitter Creek Market,34.9100625,-83.8704826,,GA,,,
618582400,way,Senoia Farmers' Market,33.3004115,-84.5552794,,GA,,,
653832845,way,Bitter Creek Market,34.9099813,-83.87095,Blairsville,GA,30512,,
690369001,way,Sunset Market,34.9537857,-85.2492482,Fort Oglethorpe,GA,,,
781661247,way,International City Farmer's Market,32.618971,-83.6105274,,GA,,,Th 13:00-18:00
963405390,way,Hamilton's Meat Market,34.5273917,-83.9942781,,GA,,https://hamiltonsmeatmarket.com/,
968826113,way,New Happy Market,33.605654,-84.4358115,,GA,,,
1062117126,way,Farm 441,33.846044,-83.423569,Bishop,GA,30621,https://www.farm441ga.com/,
1080663244,way,Johnson's Meat Market,30.8677783,-84.1234199,,GA,,,
1098073546,way,Walthourville Meat Market,31.775227,-81.631013,,GA,,,
1128105938,way,Coweta County Farmers Market,33.3840669,-84.8132122,,GA,,,
1128106294,way,Country Gardens Farm,33.3868808,-84.675814,,GA,,https://countrygardensfarm.com/,
1252734540,way,Knight's Market,33.4460536,-84.1466152,,GA,,,
1281221600,way,Farmer's Market,34.8573691,-84.328002,,GA,,,
1289730210,way,Evan’s Farmers Market,33.5430895,-82.1271462,,GA,,,
1296668475,way,Polk's Market,31.98476,-81.0754859,,GA,,,
1392437089,way,Cabbagetown Market,33.7492424,-84.3679417,Atlanta,GA,30312,,
2657172975,node,Flower Market,19.7226861,-155.0857476,,HI,,,
2661744350,node,Hawi Farmers Market,20.2372686,-155.830194,,HI,,,"Sa 8:00-14:00,Tu 14:00-18:00"
3743435260,node,Hanalei Farmer's Market,22.2014337,-159.498842,Hanalei,HI,96714,https://halehalawai.org/,Sa 09:30-12:00
4421914590,node,KCC Saturday Farmers’ Market,21.2694931,-157.8007315,,HI,,https://hfbf.org/markets/markets/kcc/,Sa 07:30-11:00
4603040771,node,Farmers Market,22.2029394,-159.5131337,,HI,,,Tu 14:00-15:00+
5371660821,node,Hana Farms,20.7821558,-156.0203241,,HI,96713,,
5557767128,node,Ho’oulu Community Farmers Market,19.5590605,-155.9626636,,HI,96740,,We 09:00-14:00
5796389653,node,Hyatt Regency Waikiki Farmers Market,21.2761642,-157.8251415,,HI,,,"Tu, Th 16:00-20:00"
5904945547,node,Haiku Market,20.9134909,-156.3224102,Haiku,HI,96708,,
7178538485,node,Farmers Market,19.5639571,-155.0879442,,HI,,,
7816207222,node,Waimea Town Market,20.0221817,-155.66923,Waimea,HI,96743,https://waimeatownmarket.com/,Sa 07:30-12:00
8307558646,node,Kona Farmer's Market,19.6372125,-155.9919005,,HI,,http://www.konafarmersmarket.com/,
8308136207,node,Rufus Poets Corner Market,19.4847143,-154.9414371,,HI,,http://rufuspoetscornermarket.com/,
9104127889,node,Kinoole Farmers Market,19.6904784,-155.0699302,,HI,,,Sa 6:30-11:00
9573846208,node,Kakaako Farmers Marketplace,21.2946171,-157.8587423,,HI,,,
13018787555,node,Hilo Town Market,19.7260334,-155.0874627,Hilo,HI,96720,https://www.hilotownmarket.co,Fr 17:00-21:00
287389084,way,Hilo Farmers Market - Crafts,19.7231904,-155.0846504,,HI,,,
287389085,way,Hilo Farmer's Market - Food,19.7234883,-155.0848757,,HI,,,
287389086,way,Hilo Farmer's Market - Crafts,19.7229123,-155.0847711,,HI,,,
358042164,way,Nahiku Market,20.7942157,-156.0519078,,HI,,,
360372429,way,Pau Hana Market,21.2798097,-157.8315735,,HI,,http://5starpark.com/,closed
830631506,way,Panaʻewa Farmers Market,19.6989851,-155.0575632,,HI,,,
1055232418,way,Kauai Community Market,21.9652602,-159.3953765,,HI,,,
8429196298,node,Blackboard Market,47.4722627,-115.9237702,,ID,,,
8999636126,node,Portneuf Valley Farmers Market,42.864711,-112.4530721,,ID,,,
1338442302,way,Pettit's County Market,42.5203825,-114.8720293,Castleford,ID,83321,,
1907946069,node,Saturday Farmers' Market,40.9461135,-90.3653756,,IL,,,May-Oct Sa 08:00-12:00
2699329330,node,Farmer's Market,41.888753,-87.7869122,,IL,,,
3559191160,node,French Market,41.8641363,-88.1076495,,IL,,,Jun-Aug Sa 08:00-14:00
5652012631,node,Sheffield Market & Deli,41.9361561,-87.6538197,Chicago,IL,60657,,"Mo-Th 06:30-23:00, Fr 06:30-00:00"
6042657756,node,Jeffrey's Meat Market,39.8404429,-88.9728816,Decatur,IL,62522,https://www.jeffreyshouseofmeats.com/jeffreys-meat-market/4145634,
7782952530,node,Oswego Country Market,41.6849381,-88.3518655,,IL,,https://www.oswegolandparkdistrict.org/programs-events/special-events/oswego-country-market/,Su 09:00-13:00
8883997338,node,Lincoln Square Farmers Market,41.9666517,-87.6874062,Chicago,IL,60625,https://www.lincolnsquare.org/farmers-market,Tu 07:00-13:00; Th 15:00-19:00
9132855795,node,Downtown Bloomington Farmers' Market,40.4803125,-88.9944868,Bloomington,IL,61701,,May-Oct: Sa 07:30 - 12:00
9857039053,node,Farmer's Market,41.9158214,-87.6335907,,IL,,,We 07:00-10:00; Sa 07:00-10:00
10766558226,node,Deo Gratias Food Market,39.7480904,-89.7097994,Springfield,IL,62704,,Tu-Fr 10:00-19:00; Sa 10:30-20:30; Su 13:00-19:00
11504861455,node,61st Street Farmers Market,41.7842791,-87.5908436,,IL,,,
12829418469,node,Green City Market,41.8804041,-87.650239,,IL,,https://greencitymarket.org,Sa 08:00-13:00; Dec-Apr off
12853992600,node,Mill Creek Market,41.8737419,-88.3799031,Geneva,IL,60134,,
112490185,way,State Street Market Shops,42.0507735,-88.2952631,Elgin,IL,60136,http://www.statestreetmarketshops.com/,
285600073,way,Goshen Farmers Market,38.8119614,-89.9575697,,IL,,https://www.goshenmarket.org/,
406628807,way,Maxwell Street Market,41.8708405,-87.6437791,,IL,,https://www.cityofchicago.org/city/en/depts/dca/supp_info/maxwell_street_market.html,Su
616176657,way,Market at the Square,40.1096523,-88.2056521,,IL,,https://urbanamarket.org/,May-Oct: Sa 07:00-12:00
1190203250,way,Ravinia Farmers Market;Food Truck Thursdays,42.1650701,-87.7816067,Highland Park,IL,60035,,Jun-Aug: We 07:00-13:00; Jun-Aug: Th 16:30-dusk
1190811652,way,Edgebrook Farmers Market,41.9981978,-87.7651681,,IL,,,
1417587887,way,Arlington Heights Farmer's Market,42.087216,-87.9846564,Arlington Heights,IL,60004,https://www.arlingtonheightsfarmersmarket.org/,May-Oct: Sa 08:00-12:00
4961975242,node,East Asia Market,39.9254466,-86.1139044,Indianapolis,IN,46240,,
4964123310,node,Carmel Farmers Market,39.9691852,-86.1307559,,IN,,,May-Sep Sa 08:00-11:30
5359211890,node,Goshen Farmers Market,41.5848235,-85.8374356,,IN,,https://www.goshenfarmersmarket.org/,
5815740753,node,Rongmei Asian Market,40.7564574,-86.3659596,Logansport,IN,46947,,
6887320755,node,The Farmers' Market,39.7169018,-86.2976436,,IN,,,
8570398950,node,Elkhart Farmers Market,41.6845639,-85.9697545,,IN,,,
9029306233,node,Noblesville Farmers Market,40.0474043,-86.0198902,Noblesville,IN,46060,,May 01-Oct 15 Sa 08:00-12:00
9499675971,node,Fayette County Farmer's Market,39.6411073,-85.1401967,Connersville,IN,47331,,May 21-Oct 29 Sa 08:00-11:00
9509485309,node,Nashville Farmer's Market,39.2024934,-86.2455833,Nashville,IN,47448,https://www.nashvilleindianafarmersmarket.com/,May-Oct Su 11:00-14:00
9559601702,node,Miller Beach Farmers Market,41.5980918,-87.2660351,Gary,IN,46403,https://millerbeacharts.org/places/market/,May 16-Sep 26 Su 11:00-13:00
9586887497,node,Yorktown Farmers Marketplace,40.1775669,-85.49582,Yorktown,IN,47396,https://yorktownmarketplace.com/,May 27-Oct 07 Fr 16:30-19:30
9795117501,node,Kokomo Downtown Farmers Market,40.4885901,-86.1333374,,IN,,https://kokomofarmersmarket.com/,May-Sep Sa 09:00-13:00
11037699554,node,HG Market on Vine,40.8914967,-85.5025293,Huntington,IN,46750,,
11187267785,node,Purdue Farmers Market,40.4256887,-86.9143443,,IN,,,May-Oct: Th 11:00-31:00
12085610423,node,Viet Hua Food Market,39.649832,-86.1187415,Indianapolis,IN,46227,,Mo-Su 09:00-21:00
245731594,way,Monroe County Farmer's Market,39.1691888,-86.5369145,,IN,,,
318472727,way,Fresh for You Market,39.7773139,-86.1831086,,IN,,,
544222198,way,Farmer's Market,38.2096226,-86.1238818,,IN,,,
624777781,way,Tailfeathers Farm Market,39.0367101,-85.6390227,,IN,,,
935919134,way,Historic West Main Street Farmers Market,41.0789706,-85.1678916,,IN,,http://facebook.com/mainstreetfarmmarket,Fr 15:00-19:00
1032656550,way,YLNI Farmers Market,41.0806795,-85.1432616,Fort Wayne,IN,46802,,
1207299989,way,Lafayette Farmer's Market,40.4191449,-86.8918764,,IN,,,May-Oct: Sa 08:00-12:30
1207301959,way,West Lafayette Farmers Market,40.4630506,-86.9162179,West Lafayette,IN,47906,http://www.wlfarmersmarket.com,May-Oct: We 15:30-19:00
1285355959,way,D&R Fruit & Meat Market,40.7527844,-86.3830361,Logansport,IN,46947,,
1303981245,way,Jehovah-Jireh Haitian Market,40.7561491,-86.361648,Logansport,IN,46947,,
3536074352,node,Sioux City Farmers Market,42.4915884,-96.4089465,,IA,,https://www.farmersmarketsiouxcity.com/,"May-Oct: We,Sa 08:00-13:00"
6281028851,node,Moville Farmer's Market,42.4890259,-96.0699236,,IA,,,Th 16:30-19:00
6612471993,node,Karibu Market,41.9802088,-91.66096,Cedar Rapids,IA,52401,https://karibumarketcedarrapids.com/,
9078211973,node,Farmers Market,41.2598441,-95.8515721,,IA,,,Th 16:30-19:30
9570201535,node,Iowa City Farmers Market,41.6597822,-91.5293889,Iowa City,IA,52240,https://www.icgov.org/farmersmarket,
9603564532,node,Market Wagon,41.6719259,-91.5731673,,IA,,https://marketwagon.com/,
9744946367,node,Cedar Rapids African and Oriental Market,41.9598919,-91.7264076,Cedar Rapids,IA,52404,,
9745444629,node,Vintage Market & Supply Co.,41.9643265,-91.6613098,Cedar Rapids,IA,52404,https://www.facebook.com/Vintagemarket.village,"Tu-Th,Su 10:00-17:00; Fr-Sa 10:00-18:00"
9779424515,node,Brothers market,42.6646219,-92.3353936,,IA,,,
11225793513,node,College Hill Farmers Market,42.5179299,-92.4550246,Cedar Falls,IA,50613,https://ceee.uni.edu/collegehillfm,May 14-Oct 31 We 16:00-18:00
11232266867,node,Waterloo Urban Farmers Market,42.4952608,-92.3422122,Waterloo,IA,50703,https://www.waterloourbanfarmersmarket.com/,May-Oct Sa 08:00-12:00
11739404756,node,Furaha Market,41.6745025,-91.5778878,Coralville,IA,52241,,
287184696,way,NewBo City Market,41.9711104,-91.6577264,Cedar Rapids,IA,52401,https://www.newbocitymarket.org/,Mo-Fr 10:00-20:00; Sa 10:00-18:00; Su 10:00-16:00
301862364,way,Freight House Farmers Market,41.5200193,-90.579593,,IA,,,
498093703,way,Timber Ridge Country Market,41.035064,-93.7663692,Osceola,IA,50213,https://timberridgecountrymarketandcattlecompany.com/,Mo-We 07:00-14:00; Th-Fr 07:00-18:00; Sa 08:00-14:00
498093734,way,Mayhew's Market,41.0332592,-93.7654902,Osceola,IA,50213,https://www.mayhewsmarket.com/,
877763407,way,Norby's farm fleet,42.963463,-91.8135055,West Union,IA,52175,https://www.norbysfarmfleet.com/,
1329824299,node,Emporia Farmers Market,38.406749,-96.1810923,,KS,,https://www.emporiafarmersmarket.org/,
2052941063,node,Farmers Market,39.0508312,-95.6976528,,KS,,,
2371733986,node,Meadowlark Farm Fresh Fruit & Vegetables,37.5900101,-97.0477272,,KS,,,
7616219086,node,Farmers Market,39.84731,-95.5266302,,KS,,,
11398935280,node,Hi-Crest Market,39.0085008,-95.6735292,Topeka,KS,66605,,Sa[2] 09:00-11:00
11399249748,node,Breadbasket Farmers Market,39.0320944,-95.7651481,Topeka,KS,66614,https://breadbasketfarmersmarket.com/,"Apr Sa[1]-Nov Sa[3] Sa 07:30-13:00; 2023 Dec 02,2023 Dec 09,2023 Dec 16,2023 Dec 23 07:30-13:00; 2024 Jan 13,Feb 10,Mar 09,30 07:30-13:00"
11402052961,node,Downtown Topeka Farmers Market,39.0523766,-95.6773151,Topeka,KS,66604,https://www.topekafarmersmarket.com/,Apr Sa[1]-Nov Sa[2] Sa 07:30-12:00
11430044964,node,Derby Farmers' Market,37.5492686,-97.2660881,Derby,KS,67037,https://www.kansas-grown.com/,May-Oct Sa 08:00-12:00
11484350089,node,Old Town Farm & Art Market,37.6875583,-97.3278943,Wichita,KS,67202,https://oldtownfarmandartmarket.com/,Apr-Oct Sa 08:00-13:00; Nov-Dec Sa 10:00-13:00
11487047524,node,Reno County Farmers Market,38.0543525,-97.9339676,Hutchinson,KS,67501,https://www.rcfmks.com/,May-Oct Sa 07:30-12:30; Jun-Oct We 10:00-13:00
12644689954,node,Mission Market,39.0219112,-94.6509347,,KS,,,
487494523,way,Linn Valley Farmers Market,38.3732366,-94.6976306,,KS,,,"Sa 08:00-13:00 ""summer only"""
553349915,way,Ideal Market,39.5914847,-97.3983222,Clyde,KS,66938,,
677202882,way,Nomar International Market,37.7228605,-97.3363887,,KS,,,
1237950328,node,Bardstown Farmer's Market,37.8101199,-85.465463,,KY,,,
2685381879,node,Downtown Farmer's Market,38.0479333,-84.4983002,,KY,,,
3389631945,node,Selby's International Food Market,38.0270508,-84.5347631,,KY,,,
7689710474,node,Catlettsburg Farmers Market,38.4186724,-82.5984718,,KY,,,
9351587010,node,The Farmers Market Of Paris And Bourbon County,38.2104356,-84.2523962,Paris,KY,40361,https://www.bourboncountyfarmersmarket.com/,"Mar,Apr,Nov,Dec Sa 10:00-12:00; May-Oct Mo,We 16:00-18:00; May-Oct Sa 09:00-13:00"
9416820770,node,Jackson County Farmer's Market,37.3238114,-83.9407177,,KY,,,
11836598673,node,Logan Street Market,38.235655,-85.7392596,,KY,,https://www.loganstmarket.com/,
12034051820,node,El Rancho Market,36.6094871,-88.3208718,,KY,,,
295431833,way,Night Market,38.0566466,-84.4814928,,KY,,,
297220699,way,Farmer's Market,37.0901553,-88.5965286,,KY,,https://www.paducahalliance.org/farmers-market,
1101368447,way,French Valley Farm,36.9988641,-85.0705799,,KY,,,
1148377422,way,Fruit Market,37.0320223,-85.0760399,,KY,,,
4469406407,node,French Market,29.9593429,-90.0602566,New Orleans,LA,,,
10069013496,node,Farmer's & Artist's Market,30.4090581,-91.0240138,Baton Rouge,LA,70817,https://www.marketattheoasis.com/,Sa 06:00-13:00
11653991403,node,Vintage Muller's Market,30.23087,-93.216604,Lake Charles,LA,,https://www.mullersvintage.com,Su-Th 10:00-18:00; Fr-Sa 10:00-22:00
345253096,way,Farmers Market Pavilion,29.9600137,-90.0591632,,LA,,,
483254560,way,Mask Market,29.9585579,-90.0607134,,LA,,,
627635308,way,Walmart Neibourhood Market,30.2607591,-89.7839416,Slidell,LA,70458,,
889648266,way,Da Berry Fresh Market,30.0083426,-91.8283564,New Iberia,LA,70560,https://www.facebook.com/daBerryFreshMarket/,
1127385518,way,Abita Springs Farmers Market,30.4781866,-90.0386873,,LA,,,
1155903249,way,West Monroe Farmer's Market,32.5108862,-92.1446253,West Monroe,LA,71291,https://www.cityofwestmonroe.com/164/Farmers-Market,Mo-Sa 07:00-17:00
1174675833,way,Westwego Farmers and Fisheries Market,29.9105993,-90.1461727,,LA,,,
1215491036,way,Dominique's Livestock Market,30.507634,-91.179518,Baton Rouge,LA,70805,https://www.dominiqueslivestock.com/,Mo 12:00-14:00
1220431205,way,Ruston Farmer's Market,32.5289906,-92.6355485,Ruston,LA,71270,https://www.rustonfarmersmarket.org,Sa 09:00-13:00
1287254435,way,Friends & Family Market,30.601833,-93.2328946,,LA,,,
101956468,node,Megunticook Market,44.2170949,-69.0779345,Camden,ME,04843,https://www.megunticookmarket.com/,Mo-Sa 07:00-19:00
1375305580,node,Farmstand,43.862316,-70.0727042,,ME,,,
2825557937,node,Skowhegan Farmers' Market,44.7669234,-69.7185493,,ME,,,
4622037560,node,Melby's Market & Eatery,44.2317583,-70.7686411,Waterford,ME,04088,,
5070068509,node,Millinocket Farmer's Market,45.6528027,-68.7066602,,ME,,,Jul-Oct: Sa 10:00-13:00
6342356212,node,The Market,43.9025749,-70.2590409,,ME,,,
7010082152,node,Brunswick Topsham Land Trust Farmers' Market At Crystal Springs,43.8909898,-69.9955882,Brunswick,ME,,https://www.btlt.org/farmers-market/,May-Oct Sa 08:30-12:30
8681383693,node,Rosemont Market & Wine Bar,43.6513848,-70.2902353,,ME,,,
8949781063,node,Al Naeem Market,44.3136097,-69.774745,Augusta,ME,04330,,
10867742940,node,Turner Farm Market,44.1422096,-68.8509712,,ME,,,
11520902210,node,Boothbay Farmers' Market,43.8761911,-69.6336973,Boothbay,ME,04537,https://www.boothbayfarmersmarket.me,Th 09:00-12:00
11565584642,node,Brunswick Farmers' Market,43.9131874,-69.9637287,Brunswick,ME,04011,,
12616901806,node,Farmers' Market,44.5878594,-69.2889442,,ME,,,
12616901807,node,Farmers' Market,44.59146,-69.2923141,,ME,,,
13074831810,node,Belfast Farmers' Market,44.4297901,-69.0137849,Belfast,ME,,,
349864141,way,Public Market House,43.6569454,-70.2591168,Portland,ME,04101,,
578997273,way,The Good Life Market,43.889108,-70.4635225,Raymond,ME,04071,,07:00-19:00
819848721,way,Madore's Market,44.662636,-70.156481,West Farmington,ME,04992,,
955867981,way,Chipman's Farm Market,43.8769544,-70.4646896,Raymond,ME,04071,,
974840470,way,On The Vine Market Place,43.5724316,-70.3866721,Scarborough,ME,04074,,
571338000,node,Olney Farmers Market,39.1506329,-77.0585369,,MD,,,
2467265684,node,Riverdale Park Farmers Market,38.9629701,-76.9353272,,MD,,,Th 15:00-19:00
3026468154,node,El Imperio Latin Market,39.2939753,-76.5115059,Highlandtown,MD,21224,,
3158993557,node,Farmers Market,38.0764114,-75.5698364,,MD,,,"Sa,Fr"
3200110802,node,Beltsville Farmers Market,39.0213391,-76.9099133,Beltsville,MD,20705,,Jun-Oct Th 10:00-14:00
3523748306,node,Baltimore Farmers Market & Bazaar,39.2934389,-76.6102415,Baltimore,MD,21202,http://www.promotionandarts.org/events-festivals/baltimore-farmers-market,Apr-Dec: Su 07:00-12:00
3613821813,node,Main Street Farmers Market,39.1217969,-77.2388098,,MD,,https://www.gaithersburgmd.gov/leisure/markets/farmers-markets,
3730920384,node,Hyattsville Farmers Market,38.9661041,-76.9497763,Hyattsville,MD,20782,http://www.hyattsville.org/591/Farmers-Market,Tu 15:00-19:00
4313250090,node,Pensylvania Dutch Market,39.4907664,-76.6466068,,MD,,https://www.padutchmarketcockeysville.com/,
4749585522,node,Mountain Fresh Farmers Market,39.4087388,-79.4095919,,MD,,https://www.mountainfresh.org,"Jun 01:00-04:00 Sa 10:00-13:00; Jun 05-Oct 31 We,Sa 10:00-13:00"
5429971678,node,Dutch Market,39.1709316,-77.2607005,,MD,,,
6002050565,node,Village Market and Cafe,39.4986785,-76.3239479,Bel Air,MD,21015,https://pairingsbistro.com/market-cafe/,
6435171933,node,1-Stop Universal Market,39.5209578,-76.1899055,Aberdeen,MD,21001,,
6439981924,node,Bayanihan Food Market,39.5098661,-76.1648067,Aberdeen,MD,21001,,
6474256779,node,La Familia International Market,39.5238886,-76.359988,Bel Air,MD,21014,,
7131844175,node,PA Dutch Market,39.2842282,-76.4949961,,MD,,,
7490268209,node,University of Maryland Medical Center Farmers Market,39.2891442,-76.6224563,,MD,,,Tu 10:30-14:30
7490268210,node,BMI Farmers Market,39.2738637,-76.6007331,,MD,,,Sa 09:00-13:00
7490596401,node,Druid Hill Farmers Market,39.3178788,-76.6459117,,MD,,,Jun-Sep: We 15:30-19:30
7490765559,node,Johns Hopkins Hospital Farmers Market,39.2961875,-76.5974267,,MD,,,May-Oct: Th 10:00-14:00
7490765560,node,Fells Point Farmers Market,39.2822493,-76.5931861,,MD,,,Jun-Oct: Sa 07:30-12:30
9125465702,node,Govanstowne Farmers' Market,39.3516578,-76.6104735,Baltimore,MD,21212,https://govansmarket.weebly.com/,Jun-Sep We 15:00-18:00
9196484191,node,Takoma Park Farmers Market,38.9741196,-77.011908,,MD,,https://takomaparkmarket.com/,Su 10:00-14:00
10013780295,node,Whitehall Market,39.3269038,-76.636806,,MD,,,
