name,city,state,postcode,lat,lon,source,osm_id,osm_type,website,opening_hours,ebt_active,snap_record_id,snap_name,snap_city,snap_state,snap_zip,snap_lat,snap_lon,snap_auth_date,snap_end_date,match_distance_m,match_name_score
Emporia Farmers Market,,KS,,38.406749,-96.1810923,OSM,1329824299,node,https://www.emporiafarmersmarket.org/,,True,881850,Emporia Farmers Market,Emporia,KS,66801,38.40621,-96.18145,02/10/2009,,67.6,1.0
Hi-Crest Market,Topeka,KS,66605,39.0085008,-95.6735292,OSM,11398935280,node,,Sa[2] 09:00-11:00,True,1449488,Hi-crest Market NAFMNP,Topeka,KS,66605,39.008625,-95.67286,05/06/2021,,59.4,0.696
Breadbasket Farmers Market,Topeka,KS,66614,39.0320944,-95.7651481,OSM,11399249748,node,https://breadbasketfarmersmarket.com/,"Apr Sa[1]-Nov Sa[3] Sa 07:30-13:00; 2023 Dec 02,2023 Dec 09,2023 Dec 16,2023 Dec 23 07:30-13:00; 2024 Jan 13,Feb 10,Mar 09,30 07:30-13:00",True,1494199,Breadbasket Farmers Market NAFMNP,Topeka,KS,66614,39.0312,-95.76626,04/01/2022,,138.3,0.759
Derby Farmers' Market,Derby,KS,67037,37.5492686,-97.2660881,OSM,11430044964,node,https://www.kansas-grown.com/,May-Oct Sa 08:00-12:00,True,1533734,Derby Farmers' Market,Derby,KS,67037,37.54796,-97.26542,02/13/2023,,157.0,1.0
Old Town Farm & Art Market,Wichita,KS,67202,37.6875583,-97.3278943,OSM,11484350089,node,https://oldtownfarmandartmarket.com/,Apr-Oct Sa 08:00-13:00; Nov-Dec Sa 10:00-13:00,True,1276360,Old Town Farm and Art Market,Wichita,KS,67202,37.687428,-97.32723,03/12/2017,,60.2,1.0
Reno County Farmers Market,Hutchinson,KS,67501,38.0543525,-97.9339676,OSM,11487047524,node,https://www.rcfmks.com/,May-Oct Sa 07:30-12:30; Jun-Oct We 10:00-13:00,True,1586888,Reno County Farmers Market,Hutchinson,KS,67501,38.05433,-97.93395,03/01/2024,,2.9,1.0
Mission Market,,KS,,39.0219112,-94.6509347,OSM,12644689954,node,,,False,1240357,Mission Farm And Flower Market,Mission,KS,66202,39.02219,-94.650764,04/11/2016,08/18/2021,34.3,0.467
Downtown Farmer's Market,,KY,,38.0479333,-84.4983002,OSM,2685381879,node,,,True,898236,LEXINGTON FARMERS MARKET CHEAPSIDE PARK,Lexington,KY,40507,38.047398,-84.49815,05/20/2009,,61.0,0.353
The Farmers Market Of Paris And Bourbon County,Paris,KY,40361,38.2104356,-84.2523962,OSM,9351587010,node,https://www.bourboncountyfarmersmarket.com/,"Mar,Apr,Nov,Dec Sa 10:00-12:00; May-Oct Mo,We 16:00-18:00; May-Oct Sa 09:00-13:00",True,1231792,The Farmers Market of Paris and Bourbon County Inc,Paris,KY,40361,38.210438,-84.2526,01/04/2016,,17.8,0.931
Jackson County Farmer's Market,,KY,,37.3238114,-83.9407177,OSM,9416820770,node,,,True,946749,JACKSON COUNTY FARMERS MARKET,Tyner,KY,40486,37.324516,-83.93975,05/04/2010,,116.0,0.933
Abita Springs Farmers Market,,LA,,30.4781866,-90.0386873,OSM,1127385518,way,,,False,1168837,Abita Springs Farmer's Market,Abita Springs,LA,70420,30.479359,-90.0383,10/08/2014,09/20/2019,135.5,0.929
Ruston Farmer's Market,Ruston,LA,71270,32.5289906,-92.6355485,OSM,1220431205,way,https://www.rustonfarmersmarket.org,Sa 09:00-13:00,False,1108239,North Louisiana Farm Fresh / Ruston Farmers Market,Ruston,LA,71270,32.529385,-92.63552,07/10/2013,06/25/2021,43.9,0.293
Skowhegan Farmers' Market,,ME,,44.7669234,-69.7185493,OSM,2825557937,node,,,False,1318738,Skowhegan Farmers Market Alliance,Skowhegan,ME,04976,44.767162,-69.71851,06/08/2018,03/01/2023,26.7,0.667
Brunswick Topsham Land Trust Farmers' Market At Crystal Springs,Brunswick,ME,,43.8909898,-69.9955882,OSM,7010082152,node,https://www.btlt.org/farmers-market/,May-Oct Sa 08:30-12:30,True,1135680,Brunswick - Topsham Land Trust Farmers' Market,Brunswick,ME,04011,43.891068,-69.996544,03/05/2014,,77.1,0.747
Brunswick Farmers' Market,Brunswick,ME,04011,43.9131874,-69.9637287,OSM,11565584642,node,,,True,1493932,Brunswick Farmers' Market nafmnp,Brunswick,ME,04011,43.91123,-69.96286,03/04/2022,,228.5,0.72
Belfast Farmers' Market,Belfast,ME,,44.4297901,-69.0137849,OSM,13074831810,node,,,False,1097554,Belfast Farmers' Market,Belfast,ME,04915,44.429802,-69.0135,04/16/2013,04/01/2024,22.7,1.0
Olney Farmers Market,,MD,,39.1506329,-77.0585369,OSM,571338000,node,,,True,1596606,Olney Farmers Market NAFMNP,Olney,MD,20832,39.150524,-77.05795,06/06/2024,,52.0,0.588
Riverdale Park Farmers Market,,MD,,38.9629701,-76.9353272,OSM,2467265684,node,,Th 15:00-19:00,False,1099336,Riverdale Park Farmers Market,Riverdale,MD,20737,38.96283,-76.93638,07/29/2013,05/04/2018,92.3,1.0
Baltimore Farmers Market & Bazaar,Baltimore,MD,21202,39.2934389,-76.6102415,OSM,3523748306,node,http://www.promotionandarts.org/events-festivals/baltimore-farmers-market,Apr-Dec: Su 07:00-12:00,False,1294839,Mdfma - Baltimore Farmers Market And Bazaar,Baltimore,MD,21202,39.292557,-76.61039,08/16/2017,09/20/2019,98.9,0.87
Main Street Farmers Market,,MD,,39.1217969,-77.2388098,OSM,3613821813,node,https://www.gaithersburgmd.gov/leisure/markets/farmers-markets,,True,1459921,City Of Gaithersburg Farmer's Market,Gaithersburg,MD,20878,39.12196,-77.23867,07/07/2021,,21.8,0.242
Hyattsville Farmers Market,Hyattsville,MD,20782,38.9661041,-76.9497763,OSM,3730920384,node,http://www.hyattsville.org/591/Farmers-Market,Tu 15:00-19:00,False,1246317,Hyattsville Farmers Market,Hyattsville,MD,20782,38.966354,-76.950325,06/07/2016,09/20/2019,55.0,1.0
Mountain Fresh Farmers Market,,MD,,39.4087388,-79.4095919,OSM,4749585522,node,https://www.mountainfresh.org,"Jun 01:00-04:00 Sa 10:00-13:00; Jun 05-Oct 31 We,Sa 10:00-13:00",True,1496811,Mountain Fresh Farmers Market,Oakland,MD,21550,39.408276,-79.409706,04/04/2022,,52.4,1.0
Druid Hill Farmers Market,,MD,,39.3178788,-76.6459117,OSM,7490596401,node,,Jun-Sep: We 15:30-19:30,True,1059589,Druid Hill Farmers Market,Baltimore,MD,21217,39.316845,-76.64656,06/18/2012,,127.8,1.0
Johns Hopkins Hospital Farmers Market,,MD,,39.2961875,-76.5974267,OSM,7490765559,node,,May-Oct: Th 10:00-14:00,False,1318595,Mdfma - Johns Hopkins Hospital Farmers Market,Baltimore,MD,21287,39.295345,-76.59495,04/10/2018,09/20/2019,232.8,0.88
Govanstowne Farmers' Market,Baltimore,MD,21212,39.3516578,-76.6104735,OSM,9125465702,node,https://govansmarket.weebly.com/,Jun-Sep We 15:00-18:00,True,1013786,Govanstowne Farmers Market,Baltimore,MD,21212,39.35128,-76.609764,07/20/2011,,74.1,1.0
Takoma Park Farmers Market,,MD,,38.9741196,-77.011908,OSM,9196484191,node,https://takomaparkmarket.com/,Su 10:00-14:00,False,817876,Takoma Park Farmers Market Inc.,Takoma Park,MD,20912,38.97412,-77.01251,04/03/2007,04/15/2015,52.0,0.846
32nd Street Farmer's Market,,MD,,39.3275406,-76.6106049,OSM,431796081,way,https://www.32ndstreetmarket.org/,Sa 07:00-12:00,False,945528,32nd Street Farmers Market,Baltimore,MD,21218,39.32718,-76.61098,04/01/2010,11/29/2024,51.5,0.917
Homegrown Farm Market,Lexington Park,MD,20653,38.2479036,-76.4210818,OSM,461435626,way,https://www.facebook.com/homegrownfarmmarket/,,True,1070812,Home Grown Farm Market,Lexington Park,MD,20653,38.247055,-76.42249,08/29/2012,,155.0,0.966
Lexington Market,,MD,,39.2911472,-76.621769,OSM,1113151676,way,https://www.lexingtonmarket.com/,,False,258501,KITTENS DELI,Baltimore,MD,21201,39.291485,-76.622406,06/22/1994,08/18/2005,66.5,0.19
Boston Public Market,,MA,,42.3621228,-71.0575399,OSM,5212542324,node,https://bostonpublicmarket.org,,False,951139,Boston Public Market Farmers Market,Boston,MA,02109,42.361988,-71.05676,05/14/2010,11/29/2024,65.8,1.0
Charles Square Farmer's Market,,MA,,42.3723375,-71.1223295,OSM,6124562874,node,,Fr 12:00-18:00; Su 10:00-15:00,False,999245,Cambridge Farmers Market,Cambridge,MA,02138,42.37231,-71.12178,04/15/2011,08/14/2016,45.2,0.32
Salem Farmer's Market,,MA,,42.5207843,-70.8946022,OSM,7096570823,node,,,True,940935,Salem Farmers Market,Salem,MA,01970,42.521114,-70.894745,02/27/2010,,38.5,0.833
Brighton Farmers Market,Brighton,MA,02135,42.3479331,-71.153735,OSM,9986329818,node,https://abhealthcollaborative.org/farmers-market/,"Jun 15-Sep 30: We 14:30-18:30, Oct 01-26: We 14:30-18:00",True,1377561,Brighton Farmers Market,Brighton,MA,02135,42.347584,-71.15375,08/27/2019,,38.8,1.0
Pittsfield Farmer's Market,Pittsfield,MA,,42.4511436,-73.2500783,OSM,11479293148,node,,,True,1378336,Pittsfield Farmers Market,Pittsfield,MA,01201,42.45109,-73.2492,10/01/2019,,72.3,0.909
Westfield Farmers' Market,,MA,,42.1199177,-72.7518047,OSM,12098948756,node,,Th 12:00-17:00,True,1188535,WESTFIELD FARMERS MARKET,Westfield,MA,01085,42.11968,-72.75165,02/25/2015,,29.3,1.0
Jamaica Plain Farmer's Market,,MA,,42.3125212,-71.1146021,OSM,13062004302,node,,Sa 12:00-15:00; Tu 12:00-17:00,False,1145804,Centre St Farmer's Markets,Jamaica Plain,MA,02130,42.31211,-71.11424,04/25/2014,11/23/2018,54.6,0.308
Orleans Farmer's Market,,MA,,41.7870603,-69.9940531,OSM,379091461,way,,,True,1025155,Orleans Farmers Market,Orleans,MA,02653,41.787354,-69.994,10/21/2011,,33.0,0.875
Fulton Street Farmers Market,,MI,,42.9628786,-85.6402302,OSM,1745144473,node,,,True,888792,Fulton Street Farmers Market,Grand Rapids,MI,49503,42.963787,-85.64046,05/06/2009,,102.7,1.0
Northwest Detroit Farmers Market,Detroit,MI,48219,42.4061555,-83.223181,OSM,3345824824,node,,Th 15:00-20:00,True,860925,Northwest Detroit Farmers Market,Detroit,MI,48223,42.407333,-83.22314,03/09/2009,,131.0,1.0
Marshall Area Farmers' Market,,MI,,42.270723,-84.9598358,OSM,3375141345,node,,,True,1240032,Marshall Area Farmer's Market,Marshall,MI,49068,42.27101,-84.95935,03/09/2016,,51.1,0.929
Brighton Farmers’ Market,,MI,,42.5303845,-83.7850428,OSM,7223691388,node,,May-Oct Sa 08:00-13:00,False,1138284,Brighton Farmers' Market /BRIGHTON CHAMBER OF COMM,Brighton,MI,48116,42.53044,-83.78514,04/02/2014,04/15/2019,10.1,0.39
Eastern Ingham Farmers Market,,MI,,42.6902736,-84.2828075,OSM,7223757361,node,https://www.easterninghamfarmersmarket.org/,May-Oct Su 10:00-14:00,False,1098960,Williamston Farmers Market,Williamston,MI,48895,42.690235,-84.283195,04/18/2013,06/26/2018,32.0,0.32
Dexter Farmers Market,Dexter,MI,48130,42.3395205,-83.8894712,OSM,7812309876,node,https://www.dextermi.gov/community/farmers_market.php,,True,1006081,City Of Dexter Farmers Market,Dexter,MI,48130,42.339577,-83.88936,05/27/2011,,11.1,0.6
Grass Lake Farmers Market,Grass Lake,MI,49240,42.2521554,-84.2124984,OSM,8320290046,node,,,True,1243545,Grass Lake Farmers Market,Grass Lake,MI,49240,42.252136,-84.21254,05/26/2016,,4.0,1.0
Albion Farmers Market,Albion,MI,49224,42.244425,-84.7523426,OSM,8329355246,node,,,False,1190292,Albion Farmers Market,Albion,MI,49224,42.24442,-84.75236,04/02/2015,05/20/2021,1.5,1.0
Oakland County Farmer's Market,Waterford,MI,48328,42.6531164,-83.3332193,OSM,8583523421,node,,,True,1095270,Oakland County Market Farmers Market,Waterford,MI,48328,42.65311,-83.33422,05/15/2013,,81.8,0.933
Gladstone Farmers Market And Street Fair,Gladstone,MI,49837,45.8472946,-87.0211262,OSM,8806966472,node,,May-Oct Mo 15:00-18:00,False,1411659,City Of Gladstone Farmers Market,Gladstone,MI,49837,45.847416,-87.02087,07/28/2020,05/21/2023,24.0,0.429
Fremont Farmer's Market,,MI,,43.4677699,-85.943948,OSM,10689200767,node,,"Jun-Sep Tu,Sa unknown; Jun-Sep Mo,We-Fr,Su closed; Oct-May closed",False,1040416,Fremont Farmers Market,Fremont,MI,49412,43.46718,-85.944756,01/20/2012,07/04/2017,92.5,0.875
From The Ground Farmers Market,Calumet,MI,49913,47.2474925,-88.4535067,OSM,11127620734,node,https://fromthegroundfmc.org/calumet-farmers-market,,False,1491119,From The Ground Farmers Market Collective Calumet 001,Calumet,MI,49913,47.24736,-88.453705,02/23/2022,01/17/2023,21.0,0.489
From The Ground Farmers Market Houghton,Houghton,MI,49931,47.1229531,-88.5675307,OSM,11135147321,node,https://fromthegroundfmc.org/houghton-farmers-market,"Jun 13-Oct 10 Tu 15:00-18:00; Jun 13-Oct 10 Tu 18:00-19:00 ""Flex hours""",True,1537699,From The Ground Farmers Market Houghton,Houghton,MI,49931,47.122787,-88.5687,03/16/2023,,90.4,1.0
From The Ground Farmers Market Hancock,Hancock,MI,49930,47.1268923,-88.585867,OSM,11135154078,node,https://fromthegroundfmc.org/hancock-tori-farmers-market,Jun 15-Oct 12 Th 15:00-18:00,True,1537697,From The Ground Farmers Market Hancock,Hancock,MI,49930,47.126682,-88.58617,03/16/2023,,32.7,1.0
Depot Park Farmers & Artisans Market,Ironwood,MI,49938,46.4554337,-90.1709263,OSM,11137445709,node,https://www.ironwoodfarmersmarket.com/,"Jun 23-Oct 6 Fr[2,3,4,5] 16:00-18:00",True,1325916,Gogebic Range Farmers Market Association,Ironwood,MI,49938,46.455345,-90.17053,07/07/2018,,31.9,0.375
Bay Mills Farmer's Market,Brimley,MI,49715,46.4260257,-84.6071144,OSM,11151793303,node,,Jul 25-Oct 31 Th 16:00-19:00,True,1433514,Bay Mills Farmer's Market,Brimley,MI,49715,46.425728,-84.608765,02/08/2021,,130.8,1.0
Menominee Historical Downtown Farmers Market Association,Menominee,MI,49858,45.1072198,-87.6046935,OSM,11170828893,node,https://menomineefarmersmarket.com/,May 20-Sep 30 Sa 09:00-12:00,True,939056,Menominee Historical Downtown Farmers Market Assn,Menominee,MI,49858,45.10747,-87.60483,03/02/2010,,29.8,0.907
M&M Farmers Market,Menominee,MI,49858,45.1236733,-87.6126811,OSM,11170828894,node,,Sa 09:00-13:00,True,1115042,M&M Farmers Market,Menominee,MI,49858,45.123367,-87.61254,09/23/2013,,35.8,1.0
Downtown Big Rapids Farmers Market,Big Rapids,MI,49307,43.7001767,-85.4817572,OSM,11173317818,node,https://www.cityofbr.org/residents/farmersmarket.php,May-Oct Tu 12:00-17:00; May-Oct Fr 08:00-14:00,False,1239684,Downtown Big Rapids Farmers Market,Big Rapids,MI,49307,43.699913,-85.48197,03/09/2016,08/16/2021,33.9,1.0
Village of Barryton Farmers Market,Barryton,MI,49305,43.7508251,-85.1449817,OSM,11176415145,node,,May 27-Oct 31 Sa 09:00-13:00,False,1192435,Village Of Barryton Farmers Market,Barryton,MI,49305,43.75051,-85.146095,03/25/2015,11/29/2024,96.0,1.0
Evart Farmers' Market,Evart,MI,49631,43.8991061,-85.2596837,OSM,11177747245,node,https://www.evart.org/our_community/farmers_market.php,Jun Sa[2]-Oct Sa[2] Sa 09:00-13:00,True,1100643,Evart Farmers' Market,Evart,MI,49631,43.898994,-85.25958,05/10/2013,,15.0,1.0
Alpena Farmers Market,Alpena,MI,49707,45.0460047,-83.4482946,OSM,11179038622,node,https://alpenafarmersmarket.com/,Jun-Oct Sa 08:00-13:00; Jul-Sep We 08:00-13:00,False,1098379,Alpena Farmers Market,Alpena,MI,49707,45.047794,-83.44753,05/09/2013,11/29/2024,207.8,1.0
Elberta Community Farmers Market,Elberta,MI,49628,44.6194975,-86.225971,OSM,11179176327,node,https://www.elbertacommunityfarmersmarket.com/,May 25-Sep Mo[1] Th 08:00-12:00; Sep Mo[1]-Oct 12 Th 09:00-12:00,False,1088892,Elberta Farmers Market,Elberta,MI,49628,44.618546,-86.22625,02/28/2013,09/20/2019,108.1,1.0
Manistee Farmers Market,Manistee,MI,49660,44.2544865,-86.3273183,OSM,11180948408,node,https://manisteekitchen.org/farmers-market/,May 27-Oct 27 Sa 09:00-12:00,True,997807,Manistee Farmers Market,Manistee,MI,49660,44.254894,-86.32713,04/26/2011,,47.7,1.0
Gladwin Farmers Market,,MI,,43.9816071,-84.4814987,OSM,11403191323,node,,,False,1087784,Gladwin Farmers Market,Gladwin,MI,48624,43.9795,-84.48171,03/19/2013,02/21/2023,234.9,1.0
Royal Oak Farmers Market,Royal Oak,MI,48067,42.489423,-83.1411452,OSM,45610306,way,,,True,1454685,Royal Oak Farmers Market NAFMNP,Royal Oak,MI,48067,42.489407,-83.14111,06/14/2021,,3.4,0.72
Farmers Market,,MI,,42.7904461,-86.1132591,OSM,166478534,way,,,True,1043295,Holland Farmers Market,Holland,MI,49423,42.790222,-86.11345,02/27/2012,,29.4,0.0
Ann Arbor Farmers Market,Ann Arbor,MI,48104,42.2839533,-83.7465086,OSM,193502052,way,https://www.a2gov.org/departments/parks-recreation/parks-places/farmers-market/Pages/default.aspx,,True,849297,Ann Arbor Farmers Market,Ann Arbor,MI,48104,42.28394,-83.746445,04/28/2008,,5.4,1.0
Escanaba Farmer's Market,,MI,,45.7466921,-87.0600514,OSM,269743867,way,,,False,882577,Escanaba Farmers Market,Escanaba,MI,49829,45.745895,-87.059685,03/26/2009,09/20/2019,93.1,0.889
Escanaba Farmer's Market,,MI,,45.7464894,-87.0598755,OSM,269743868,way,,,False,882577,Escanaba Farmers Market,Escanaba,MI,49829,45.745895,-87.059685,03/26/2009,09/20/2019,67.7,0.889
Kalamazoo Farmer's Market,Kalamazoo,MI,49001,42.2798797,-85.5753073,OSM,288631813,way,https://pfcmarkets.com/all-markets/kalamazoo-farmers-market/,,False,824212,Kalamazoo Farmers Market,Kalamazoo,MI,49001,42.27942,-85.57502,08/06/2007,12/26/2019,56.3,0.9
Grand Rapids Downtown Market,Grand Rapids,MI,49503,42.9550375,-85.6706624,OSM,309746978,way,https://www.downtownmarketgr.com/,,False,1084379,"Grand Rapids Downtown Market, Inc.",Grand Rapids,MI,49503,42.95508,-85.67019,01/10/2013,05/17/2018,38.7,0.913
Muskegon Farmers Market,,MI,,43.2382918,-86.2497765,OSM,479614138,way,,,True,942183,City of Muskegon Farmers Market,Muskegon,MI,49440,43.238125,-86.250534,03/22/2010,,64.1,0.667
Holt Farmers Market,,MI,,42.6451238,-84.5199372,OSM,524524222,way,https://holtfarmersmarket.org/,Sa 09:00-14:00,True,988686,Holt Farmers Market,Holt,MI,48842,42.64509,-84.51994,01/27/2011,,3.8,1.0
Ypsilanti Farmers Marketplace,,MI,,42.2401755,-83.614831,OSM,1063415232,way,https://growinghope.net/,,True,1096373,Downtown Ypsilanti Farmers Mkt-Growning Hope,Ypsilanti,MI,48197,42.240154,-83.61457,04/18/2013,,21.6,0.456
Oakland County Farmer's Market,,MI,,42.6534937,-83.332901,OSM,1076120263,way,,,True,1095270,Oakland County Market Farmers Market,Waterford,MI,48328,42.65311,-83.33422,05/15/2013,,116.0,0.933
Oakland County Farmer's Market,,MI,,42.6531123,-83.3332093,OSM,1076120264,way,,,True,1095270,Oakland County Market Farmers Market,Waterford,MI,48328,42.65311,-83.33422,05/15/2013,,82.7,0.933
Rose City Farmers Market,Rose City,MI,48654,44.4259528,-84.116922,OSM,1234359169,way,,Jun-Sep Fr 13:00-17:00; Sa 10:00-15:00,True,1402009,Rose City Farmer's Market,Rose City,MI,48654,44.424553,-84.11633,04/13/2020,,162.6,0.9
Downtown Marquette Farmers Market,Marquette,MI,49855,46.5428639,-87.396347,OSM,16691282,relation,https://www.mqtfarmersmarket.com/,May-Oct Sa 09:00-13:00; Jun 21-Aug 30 We 17:00-20:00,True,824227,Marquette Downtown Development Authority,Marquette,MI,49855,46.54283,-87.39564,06/12/2007,,54.2,0.448
Midtown Farmers Market,,MN,,44.9478964,-93.2388363,OSM,1341549390,node,,May-Oct Sa 08:00-13:00; Jun-Oct Tu 15:00-19:00,False,770858,Midtown Farmers Market,Minneapolis,MN,55407,44.947765,-93.23907,04/11/2006,11/15/2006,23.5,1.0
Moorhead Farmers Market,Moorhead,MN,56560,46.8776116,-96.7790473,OSM,11182295183,node,https://cityofmoorhead.com/departments/parks-recreation/special-events/farmer-s-market,Jun 6-Sep 26 Tu 3:30-18:30; Jul 4 off,False,1323860,Moorhead Farmers Market,Moorhead,MN,56560,46.87789,-96.77831,06/13/2018,11/25/2022,64.0,1.0
Saint Paul Farmer's Market,Saint Paul,MN,55101,44.949601,-93.0850724,OSM,44165364,way,https://stpaulfarmersmarket.com/,Mar-Nov Sa 06:00-13:00; Mar-Nov Su 08:00-13:00; Dec-Feb Sa 09:00-13:00,True,1008857,St Paul Growers Association Inc,Saint Paul,MN,55101,44.949932,-93.08544,06/13/2011,,46.8,0.419
Minneapolis Farmers Market,Minneapolis,MN,55405,44.9812441,-93.2860734,OSM,89070233,way,https://www.mplsfarmersmarket.com/,We-Fr 07:00-13:00; Sa-Su 06:00-13:00; Nov-Apr off,True,1400498,Minneapolis Lyndale Farmers Market,Minneapolis,MN,55405,44.980907,-93.28668,04/28/2020,,60.7,0.733
Midtown Global Market,Minneapolis,Mn,55407,44.9487598,-93.2607498,OSM,312797801,way,https://midtownglobalmarket.org/,Mo-Fr 06:30-20:00; Sa 10:00-20:00; Su 11:00-18:00,False,794452,MIDTOWN GLOBAL MARKET,MINNEAPOLIS,MN,55407,44.948406,-93.26111,07/12/2006,11/15/2006,48.5,1.0
Nokomis Farmers Market,,MN,,44.9091269,-93.2622796,OSM,365452184,way,https://www.neighborhoodrootsmn.org/,Jun-Aug: We 16:00-20:00; Sep: We 16:00-19:00,True,1543386,Nokomis Farmers Market,Minneapolis,MN,55417,44.909172,-93.26209,05/18/2023,,15.8,1.0
West Side Farmer's Market,Saint Paul,MN,55107,44.9298828,-93.087798,OSM,480955304,way,,Jun 01-Oct 15: Sa 08:30-12:30,True,1543965,West Side Farmers Market,Saint Paul,MN,55107,44.929848,-93.08791,06/07/2023,,9.6,0.9
Hutchinson Farmers Market,Hutchinson,MN,55350,44.8918318,-94.3641746,OSM,930485106,way,https://www.hutchinsonfarmersmarket.org/,We 14:30-17:30; Sa 08:00-12:00,True,1095160,Hutchinson Farmers Mkt - Hutchinson Downtown Assn,Hutchinson,MN,55350,44.89174,-94.365036,05/07/2013,,68.6,0.408
Farmers Market Annex,Minneapolis,MN,55405,44.9804122,-93.2860455,OSM,1264664309,way,http://www.farmersmarketannex.com,Sa-Su 07:00-13:00; Nov-Apr off,False,930041,Minneapolis Farmers Market,Minneapolis,MN,55405,44.980904,-93.28668,01/27/2010,12/26/2019,74.0,0.375
Midtown Farmers' Market,Oxford,MS,38655,34.3741492,-89.5163005,OSM,5893463085,node,https://www.mtfarmersmarket.com/,,False,996321,Bost Farm,Oxford,MS,38655,34.373165,-89.51712,04/04/2011,07/25/2016,132.8,0.125
Farmer's Market,,MS,,33.5168028,-90.1812609,OSM,308917304,way,,,False,1318480,Downtown Greenwood Farmers Market,Greenwood,MS,38930,33.516476,-90.18141,05/08/2018,02/26/2023,38.9,0.0
Farmers Market,,MO,,37.1362497,-93.2546486,OSM,4917674669,node,,,True,1482761,Farmers Market Of The Ozarks,Springfield,MO,65804,37.13648,-93.255,01/31/2022,,40.3,0.0
Farmer's Market,,MO,,37.6415235,-91.5345859,OSM,5787957047,node,,,False,1193371,Salem Farmers' Market,Salem,MO,65560,37.641644,-91.53513,04/29/2015,12/26/2019,49.7,0.333
Brookside Farmers' Market,,MO,64113,39.0109789,-94.5928456,OSM,9327730054,node,https://www.brooksidefarmersmarket.com/,Sa 08:00-13:00,False,954664,Farmers Community Market at Brookside,Kansas City,MO,64113,39.011204,-94.59295,06/18/2010,10/13/2020,26.6,0.857
Columbia Farmers Market,Columbia,MO,65203,38.9584895,-92.3646653,OSM,686206903,way,https://columbiafarmersmarket.org/,Apr-Oct Sa 08:00-12:00; Nov-Mar Sa 09:00-12:00; May 24-Sep 27 We 15:00-19:00,True,848658,Columbia Farmers Market,Columbia,MO,65203,38.95703,-92.365135,03/17/2008,,167.3,1.0
Fallbrook Farmers Market,Lincoln,NE,68521,40.8780012,-96.7286682,OSM,2085470299,node,http://fallbrookfarmersmarket.com/,,False,1320691,Fallbrook Farmers' Market,Lincoln,NE,68521,40.87747,-96.72778,05/16/2018,06/14/2023,95.2,1.0
Highland Park Farmer's Market,Highland Park,NJ,08904,40.4983483,-74.4291074,OSM,1388858825,way,,Fr 11:00 - 17:00,True,1440034,Highland Park Farmers Market,Highland Park,NJ,08904,40.498405,-74.42941,03/04/2021,,26.4,0.929
Santa Fe Farmers Market,Santa Fe,NM,87501,35.6821324,-105.9491495,OSM,646758512,way,https://santafefarmersmarket.com,Jun-Sep Sa 07:00-13:00; Oct-May Sa 08:00-13:00; May-Nov Tu 07:00-13:00; Jul-Sep We 15:00-18:00,True,824246,Santa Fe Farmers Market,Santa Fe,NM,87501,35.68228,-105.949036,07/02/2007,,19.4,1.0
Cedar Crest Farmer's Market,Cedar Crest,NM,87008,35.1258051,-106.3688289,OSM,833604239,way,,We 15:00-18:00,False,1316958,Cedar Crest Farmers Market,Cedar Crest,NM,87008,35.125374,-106.36884,04/17/2018,01/14/2020,47.9,0.917
Mamakating Farmers Market,,NY,,41.5667579,-74.4978371,OSM,213427092,node,,Fr 16:00-19:00,False,1543538,Mamakating Farmers Market,Mamakating,NY,12790,41.567352,-74.49761,04/28/2023,04/29/2024,68.7,1.0
Union Square Green Market,,NY,10003,40.7366941,-73.9900361,OSM,1003286805,node,,"Mo,We,Fr-Sa 08:00-18:00",False,306184,VISCONTI FARMS (GM),NY,NY,10003,40.737095,-73.990326,11/08/1994,09/23/2004,50.8,0.457
Saugerties Farmer's Market (Summer),,NY,,42.0794314,-73.9487313,OSM,2411316936,node,,,True,1461561,Saugerties Farmers Market,Saugerties,NY,12477,42.079086,-73.94883,09/07/2021,,39.3,0.69
Plattsburgh Farmer's Market,,NY,,44.6963703,-73.4514718,OSM,2930207492,node,,,False,895672,Plattsburgh Farmers' and Crafters' Market,Plattsburgh,NY,12901,44.696346,-73.452354,06/17/2009,09/20/2019,69.8,0.703
Dewitt Park Farmers Market,,NY,,42.441504,-76.4988083,OSM,3765493557,node,https://www.ithacamarket.com/,May-Oct: Tu 09:00-14:00,False,855999,Tompkins County Farmers Market,Ithaca,NY,14850,42.44195,-76.49911,06/10/2008,05/18/2018,55.4,0.154
Downtown Farmer's Market,,NY,,43.0505964,-76.1525268,OSM,4707599509,node,http://www.downtownsyracuse.com/farmersmarket,Jun-Oct Tu 07:00-15:00,True,851148,Downtown Syracuse Farmers Market,Syracuse,NY,13202,43.05059,-76.15286,04/10/2008,,27.1,0.741
Ossining Farmers Market,,NY,,41.1607769,-73.8632873,OSM,5962390879,node,http://downtoearthmarkets.com/markets?region=Westchester&market=Ossining++Farmers+Market,May-Dec: Sa 08:30-13:00,True,1326490,Down to Earth Ossining Farmers Market,Ossining,NY,10562,41.160507,-73.86361,06/16/2018,,40.4,0.533
Fulton Stall Market,,NY,,40.7061847,-74.0034548,OSM,5978792506,node,https://fultonstallmarket.org,,True,1398087,Fulton Stall Market,New York,NY,10038,40.706116,-74.00342,03/19/2020,,8.2,1.0
