osm_id,osm_type,name,lat,lon,street,city,state,postcode,opening_hours,website,phone,facebook,wikidata,source
121981905,way,Nurture,39.7595119,-105.0257696,Federal Boulevard,Denver,CO,80211,,,,,,
241199370,way,Foothills Flea Market,40.4986798,-105.0766167,South College Avenue,Fort Collins,CO,80525,Mo-Su 10:00-18:00,http://www.foothillsfleamarket.com/,+1-970-223-9069,,,
241199431,way,Fort Collins Flea Market,40.5003157,-105.0765009,South College Avenue,Fort Collins,CO,80525,,,+1-970-223-6502,,,
301177395,way,Edgewater Public Market Building 01,39.7491881,-105.0572647,West 20th Avenue,Edgewater,CO,80214,,https://edgewaterpublicmarket.com/,,,,
313745222,way,Drake Road Farmers Market,40.5532225,-105.0910115,West Drake Road,Fort Collins,CO,,Jun-Oct Sa 10:00-13:00,http://www.drakeroadfarmersmarket.com/,,,,
365399209,way,Taaza Mart,39.5943407,-104.809287,East Briarwood Circle,Aurora,CO,80016,Mo-Su 10:00-21:00,https://www.denver.taazamart.com/,,,,
484702171,way,farmers market,38.4794085,-107.8742165,,,CO,,,,,,,
702148749,way,Betty's Market,39.6388576,-106.3657759,,,CO,,,,,,,
955760609,way,Bluebird Market,39.6308581,-106.074003,,,CO,,,,,,,
1112094145,way,Mangiare Italian Market,39.5939722,-106.4334822,US-24,Minturn,CO,81645,,,,,,
1982479139,node,Nature's Health Store,41.8265065,-72.269581,Middle Turnpike,Storrs,CT,06268,,https://www.natureshealthstores.com,+1 860 477 0802,,,
4347374127,node,Woodbury Flea Market,41.5283782,-73.2007354,Sherman Hill Road,Woodbury,CT,06798,Su 09:00-13:00,,,,,
7888112470,node,Old Wethersfield Country Store,41.7123982,-72.6530239,Main Street,Wethersfield,CT,06109,,https://www.owcsct.com,+1 860 436 3782,,,
7996117979,node,Brookfield Market and Deli,41.4826344,-73.4082301,Whisconier Road,Brookfield,CT,06804,,https://thenewbrookfieldmarketanddeli.com/,(203) 885-0010,,,
8017013871,node,LaRocca's Country Market,41.1450957,-73.5891956,Old Long Ridge Road,Stamford,CT,06903,,,,,,
8459438052,node,East Center Market,41.4482406,-72.803572,East Center Street,Wallingford,CT,06492,,,,,,
8657194126,node,,41.5372407,-73.2077507,Hollow Road,Woodbury,CT,06798,,,,,,
9140878415,node,Willimantic Farmers' Market,41.712225,-72.2188459,Bridge Street,Willimantic;Windham,CT,06226,May Sa[2]-Oct Sa[-1] Sa 08:00-12:00,https://www.willimanticfarmersmarket.org/,,WillimanticFarmersMarket,,
9941654433,node,South Windsor Farmer's Market,41.8433392,-72.5488936,Nevers Road,South Windsor,CT,06074,Sa 09:00-12:00,,,,,
12974149751,node,Europa Balkan Food Market,41.095937,-73.519954,,,CT,,,,,,,
338135013,way,Flea Market,41.2923929,-72.9442703,,,CT,,,,,,,
824778171,way,BLiSS Marketplace,41.7128297,-72.2128461,North Street,Willimantic,CT,06226,,https://www.facebook.com/williblissmarketplace,+1 860 456 2569,,,
831546867,way,El Mercado,41.7583882,-72.6888546,Park Street,Hartford,CT,06106,,,+1 860 247 6449,,,
915685310,way,Parkville Market,41.7585594,-72.701802,Park Street,Hartford,CT,06106,Mo 11:00-20:00; Tu-We 11:00-21:00; Th-Sa 11:00-22:00; Su 11:00-20:00; Dec 25 off; Nov Th[4] off,https://parkvillemarket.com/,,,,
943641252,way,Putnam Riverview Marketplace,41.9063689,-71.9053469,Kennedy Drive,Putnam,CT,06260,,,,,,
959808053,way,Mansfield Drive-In Flea market,41.7440592,-72.2571088,,,CT,,Su 08:00-14:00,https://mansfielddrivein.com/flea-market/,,,,
1080657240,way,Westside Square,41.766776,-72.7090873,Farmington Avenue,Hartford,CT,06105,,,,,,
1151618819,way,Elephant's Trunk Flea Market,41.5203428,-73.4250167,Danbury Road,New Milford,CT,06776,,https://www.etflea.com/,(860) 355-1448,,,
1304173802,way,Tonn's Marketplace,41.7238241,-72.9482714,Milford Street,Burlington,CT,06013,"Mo-Fr 10:00-19:00, Sa 09:00-19:00, Su 10:00-18:00",https://tonnsmarketplace.com/,,,,
1380690730,way,The Georgtown Owl Market,41.2581621,-73.4275836,Main Street,Redding;Georgetown,CT,06896,Tu-Su 07:00-15:00,https://www.georgetownowl.com/,,,,
6936890662,node,Guatemex Mini Mart,38.590958,-75.2918016,,,DE,,,,,,,
312006390,way,New Castle Farmers Market,39.6662491,-75.600588,,,DE,,,,,,,
486693001,way,Bacalao Fresh Supermarket,39.7384618,-75.5922262,Western Avenue,Elsmere,DE,19805,,,,,,
545367920,way,New Castle Farmers Market,39.667069,-75.5991427,,,DE,,,,,,,
556680847,way,,39.7331709,-75.5767803,,,DE,,,,,,,
1361746641,node,,30.5742658,-85.1278831,,,FL,,,,,,,
1454839975,node,Gator Plaza,25.6829881,-80.3134484,South Dixie Highway,Miami,FL,33156,,,,,,
1549866134,node,Loft Sofa - Modern Furniture Store,25.8006545,-80.189224,,,FL,,,,,,,
1615944972,node,,27.4605883,-82.5701248,,,FL,,,,,,,
1924784930,node,Chiefland Farmers Flea Market,29.4905916,-82.8644475,Northwest 11th Avenue,Chiefland,FL,32626,,,+1-352-493-2022,,,
1933971744,node,Weeks Flea Market,29.620655,-82.6571372,SE 90th Ave,Newberry,FL,32669,,,,,,
1947088079,node,,30.3232018,-81.4007593,Atlantic Boulevard,Neptune Beach,FL,32266,,,,,,
2273259029,node,5 Diamond Delicacies,25.7737416,-80.1407679,,,FL,,,,,,,
2290635632,node,McCraken Farms,27.5376793,-81.4487845,,,FL,,,,,,,
2389087357,node,Swap Shop Florida,26.1368697,-80.1921279,,,FL,,,,,,,
2614718300,node,THE BOAT HOUSE,26.9635546,-82.0753302,,,FL,,,,,,,ADDRESS
3233769733,node,Upper East Side Farmers Market,25.8366339,-80.1840315,,,FL,,Sa 09:00-14:00,,,,,
3367320325,node,PK Oriental Mart,25.7022465,-80.3483154,,,FL,,,,,,,
3664821988,node,,29.4767492,-82.8590779,,,FL,,"closed;Sep-Jun Sa[2,4] 08:00-13:00",,,,,
3669389543,node,Riverside Arts Market,30.3162294,-81.6750606,,,FL,,Sa 10:00-15:00,,,,,
4186596371,node,The corner Store,28.0163421,-82.1228003,,,FL,,,,,,,
4237990573,node,Live Oak Flea Market,30.2826109,-82.9497972,,,FL,,Fr-Su 08:00-17:00,,,,,
4608877545,node,Farm Market,28.237937,-81.2109926,,,FL,,Sa 10:00-13:00,http://www.osceolacountygrown.com/,,,,
4852402689,node,Bauernmarkt: Farmer's Market,28.3684426,-81.5468528,,,FL,,Mar 01-May 29 unknown,,,,,
5066242136,node,Renninger's Flea Market,28.1151529,-80.7079349,West Eau Gallie Road,Melbourne,FL,32934,,,,,,
5416754908,node,Big Pine Flea Market,24.6683454,-81.3589807,"30250 Overseas Hwy, Big Pine Key, FL 33043, USA",,FL,,"Sa, Su 08:00-14:00",https://www.bigpinefleamarket.com,,,,
5788289985,node,Asian Market,30.759049,-86.5695962,Woodruff Avenue East,Crestview,FL,,,,,,,
6019671530,node,Mima Market,25.8650703,-80.1933412,Northeast 2nd Avenue,Miami Shores,FL,33138,,,,,,
6342353386,node,Celebration Farmers Market,28.3187143,-81.5407514,Market Street,Celebration,FL,34747,Su 09:00-14:00,https://www.celebrationfarmersmarket.com/,,,,
6530476861,node,Farmers Market Oceanside,27.6494553,-80.3557959,,,FL,,Sa 08:00-12:00,,,,,
6712640521,node,Baum Ave market,27.7713149,-82.6505292,Central Avenue,Saint Petersburg,FL,33705,Mo-Su 09:00-20:00,https://baumavemarket.com/,,,,
7490456369,node,Ramona Flea Market,30.3142918,-81.7646551,Ramona Boulevard,Jacksonville,FL,32205,,https://www.ramonaflea.com/,,,,
7838457936,node,Front Porch Pickings,30.3062368,-81.7019171,South McDuff Avenue,Jacksonville,FL,32205,,http://www.frontporchpickings.com/,,,,
8007791766,node,Grove Street Farmers Market,29.6614456,-82.3279935,Northwest 4th Street,Gainesville,FL,32601,Mo 16:00-19:00,https://www.grovestreetfarmersmarket.com/,,,,
8007791767,node,GNV Market,29.6460704,-82.3243336,South Main Street,Gainesville,FL,32601,Th 16:00-19:00,,,,,
8579395984,node,,26.4801543,-82.1804418,,,FL,,,,,,,
8608676631,node,Bob's Blueberry Farm,28.363556,-82.6288699,,,FL,,,,,,,
8641430915,node,Oak Hill Flea Market,28.8770415,-80.852316,North US Highway 1,Oak Hill,FL,32759,,,,,,
8641482766,node,New Smyrna Beach Farmers' Market,29.0266583,-80.9232966,Sams Avenue,New Smyrna Beach,FL,32168,,,,,,
8920065571,node,The Sanford Marketplace at Magnolia,28.8115327,-81.2670001,East 1st Street,Sanford,FL,32771,Sa 09:00-13:00,,+1 407-565-2215,https://www.facebook.com/Sanfordmarketplace/,,
9402957954,node,Saint Petersburg Saturday Morning Market,27.7697675,-82.6333932,,,FL,,Sa 09:00-14:00,https://saturdaymorningmarket.com/,+17274554921,,,
9603406643,node,Babcock Farmers Market,26.7839579,-81.7466978,,,FL,,Su 09:00-13:00,,,,,
9608483811,node,Slater’s Goods & Provisions,26.7832501,-81.7469872,,,FL,,,,,slatersgoods,,
9814406247,node,Parkesdale Farm Market,28.0200959,-82.1619388,W Baker St,Plant City,FL,33563,We-Su 09:00-18:00,https://parkesdale.com/,813-754-2704,,,
9934299817,node,World Wine Market,25.7921211,-80.2815244,,,FL,,,,,,,
9934299831,node,World Wine Market,25.7914611,-80.2789352,,,FL,,,,,,,
10010240943,node,Farmer's Market,30.6711371,-81.4598245,,,FL,,,,,,,
10813148831,node,Trenton State Farmer's Market,29.6259333,-82.8080401,Northeast Trenton Boulevard,Trenton,FL,32693,,https://www.freshfromflorida.com/Business-Services/State-Farmers-Markets/Trenton-State-Farmers-Market,+1-352-463-3142,,,
11223358891,node,Duda Farm Fresh Foods,26.6511733,-80.2366686,South Shore Boulevard,Wellington,FL,33414,,,,,,
11641166593,node,Aldi,30.4253515,-86.6452529,Mary Esther Cut Off Northwest,,FL,,Mo-Su 09:00-20:00,https://stores.aldi.us,855-955-2534,,,
11959536025,node,Bailey's Produce & Nursery,30.4599178,-87.2241989,N Davis Hwy,Pensacola,FL,32503,Mo-Sa 08:00-19:00; Su 10:00-16:00,https://baileysproduce.com/,+1 850-332-5959,,,
12286726201,node,Yellow Green Farmers Market,26.028297,-80.168939,Sheridan St,,FL,33021,,,,,,
12330948902,node,Redland Market Village,25.5388418,-80.4100598,South Dixie Highway,,FL,33032,Th-Fr 07:00-18:00; Sa-Su 11:00-18:00,https://redlandmarketvillage.com/,+1 305-257-4335,redlandmarketvillage,,
12459457564,node,Montura’s Market,26.6403263,-81.1081423,,,FL,,,,,,,
12916733852,node,MainGate Flea Market,28.3055315,-81.4537981,,,FL,,,,,,,
107477474,way,Waldo Farmers Market,29.8185198,-82.1654394,NE US Hwy 301,,FL,32694,Sa-Su 08:00-16:00,,,,,local knowledge
137927537,way,Lakeside Village Town Center,28.4467035,-81.5606992,7880 Winter Garden-Vineland Road,,FL,,,http://www.wix.com/boyddevelopment/boyd-development-corp/current-projects#!__current-projects/vstc27=lakeside-village-center,,,,local_knowledge
141005324,way,International Drive Flea Market,28.4633581,-81.4553371,International Drive,Orlando,FL,32819,We-Th 12:00-19:00; Fr-Sa 12:00-22:00; Su 12:00-21:00,,,,,
184728233,way,,26.3331632,-81.7557937,,,FL,,,,,,,
264391094,way,Downtown Produce,28.1003824,-80.6856102,Ellis Road,Melbourne,FL,32901,,,,,,
310030789,way,Visitors Flea Market,28.3339409,-81.517101,West Irlo Bronson Memorial Highway,Kissimmee,FL,34746,,https://www.visitorsfleamarket.com/,,,,
315825694,way,Caribbean Marketplace,25.8303502,-80.1918065,Northeast 2nd Avenue,Miami,FL,,,,,,,
365119114,way,Armature Works,27.9611555,-82.4640258,North Ola Avenue,Tampa,FL,33602,,https://armatureworks.com/,,,,
379011483,way,Green Turtle,28.1382966,-80.5855939,,,FL,,,,,,,
399347548,way,Alachua County Farmer's Market,29.7099863,-82.3534512,,,FL,,Sa 08:30-13:00,https://441market.com/,,,,
448707629,way,Festival Flea Market,26.2730968,-80.1629183,West Sample Road,Pompano Beach,FL,33069,9:00-19:00,,,,,
463369841,way,Swap Shop,26.1375934,-80.1917179,West Sunrise Boulevard,,FL,,,,,,,Bing
463383463,way,,28.0370772,-82.6495688,,,FL,,,,,,,
476464516,way,Daytona Flea & Farmers Market,29.1645007,-81.0837385,Tamoka,Daytona Beach,FL,32124,,https://daytonafleamarket.com/,+1 386 253 3330,,,
478681053,way,Kissimmee Valley Farmer's Market,28.2904237,-81.4058402,,,FL,,,,,,,
507060511,way,,26.0564885,-80.2331162,,,FL,,,,,,,
572702696,way,Duval Honda,30.2985419,-81.7295411,,,FL,,,,,,,
572702716,way,Nimnicht Chevrolet,30.2910187,-81.7324555,,,FL,,,,,,,
572702717,way,Duval Ford,30.2895994,-81.7325699,,,FL,,,,,,,
601192485,way,Petty's Meat Market,28.2110698,-80.671595,,,FL,,,https://www.pettysmeatmarket.com/,,,,
604060202,way,Peterson Groves,27.656184,-80.4637324,,,FL,,,,,,,
783389262,way,Pecan Park Flea & Farmers' Market,30.5146206,-81.6368011,Pecan Park Road,,FL,,,,,,,
817346440,way,,30.2411418,-81.7423401,,,FL,,,,,,,
833930260,way,Grand Fresh Market,28.2351628,-82.7234881,,,FL,,,,,,,
888785193,way,Sumter County Farmers Market,28.6159636,-82.0568298,North Market Boulevard,Webster,FL,33597,,http://www.sumtercountyfarmersmarket.com/,352-569-1220,,,
890221133,way,Schacht Groves,27.6261215,-80.4520216,,,FL,,Nov-Apr Mo-Sa 08:00-18:00; Nov-Apr Su 12:00-16:00; May-Oct Tu-Sa 11:00-17:00,https://schachtgroves.com/,,,,
932569143,way,,30.5149695,-81.6365285,,,FL,,,,,,,microsoft/BuildingFootprints
1053786959,way,,28.2095279,-82.7232094,,,FL,,,,,,,
1065704627,way,Yellow Green Farmers Market,26.028275,-80.1690371,,,FL,,,,,,,microsoft/BuildingFootprints
1092379831,way,Midpoint Park and Eatery,29.649848,-82.3341162,,,FL,,,,,,,
1150357112,way,Palm City Farms Produce & Market,27.1609413,-80.3195583,,,FL,,,,,,,
1226192733,way,,28.7620067,-82.2943904,,,FL,,,,,,,
1417988922,way,,27.9956301,-82.4257836,,,FL,,,,,,,
2096589,relation,East End Market,28.5683229,-81.3436593,,,FL,,,,,,,
7334228,relation,Red Barn Flea Market,27.483584,-82.5618118,1st Street East,Bradenton,FL,,,https://www.redbarnfleamarket.com/,,,,
748122948,node,Definition6 Interactive Marketing,33.8102369,-84.3715675,,,GA,,,,,,,
1253900309,node,East Atlanta Farmer's Market,33.7388641,-84.3441,,,GA,,Th 16:00-18:00,,,,,
1302340423,node,Capital City Realty,33.8103537,-84.3708062,,,GA,,,,,,,
1302340433,node,Public Storage,33.8101397,-84.3707311,,,GA,,,,,,,
1460581338,node,Grant Park Farmers Market,33.7363316,-84.3733083,Cherokee Avenue S.E.,,GA,,,,,,,
1576241262,node,State Farmer's Market,33.618655,-84.3954165,,,GA,,,,,,,
1583918951,node,The Forum Peachtree Corners,33.9807708,-84.2159013,,,GA,,,,,,,
3162256295,node,Achachi International Market,33.9250092,-83.3788895,South Milledge Avenue,Athens,GA,30605,,,,,,
3613130977,node,,33.8855366,-84.1344684,,,GA,,,,,,,
3717521688,node,Bill's Flea Market,33.793096,-84.6802966,Veterans Memorial Highway,Lithia Springs,GA,30122,,,,,,
4020735007,node,Green Market,33.7841708,-84.3779313,,,GA,,Mar-Dec: Sa 09:00-13:00,,,,,
4852225339,node,South Augusta Flea Market,33.420479,-81.9915894,Doug Barnard Parkway,Augusta,GA,30906,,,,,,
4997265457,node,Woodstock Market,34.0855044,-84.5747897,,,GA,,,,,,,
5664218538,node,Orient Mart,33.9262431,-83.3373168,Gaines School Road,Athens,GA,30605,,,,,,
5901823288,node,Burger's Market,33.7626203,-84.7240662,Veterans Memorial Highway,Douglasville,GA,30134,,,,,,
6198477611,node,Nature Market,31.1576546,-81.3911234,Retreat Village,Saint Simons Island,GA,31522,,,,,,
7968715252,node,Athens Farmers Market,33.964433,-83.412198,,,GA,,Sa 08:00-12:00,,,,,
7968805246,node,Monroe Farmers Market,33.794494,-83.7128681,,,GA,,Sa 08:00-12:00,http://monroedowntownfarmersmarket.com/,,,,
8518312251,node,Joyner's Corner,32.0819932,-81.3722092,,,GA,,,,,,,
8873725659,node,Buena Vista Foods,32.3175029,-84.5185516,,,GA,,,,,,,
8873725662,node,The Dime Store,32.3176413,-84.517674,,,GA,,,,,,,
9371374606,node,Kabul Market,33.8103542,-84.2706476,Lawrenceville Highway,Decatur,GA,,,,,,,
9903880779,node,Atlanta State Farmers Market,33.6205818,-84.3954545,Forest Parkway,Forest Park,GA,30297,,,,,,
10582557527,node,Nam Dae Mun Farmers Market,33.5673137,-84.3255937,Mount Zion Road,Morrow,GA,30260,,,,,,
10819999382,node,Tymes Grocery,32.2732486,-84.5469599,,,GA,,,,,,,
11238498548,node,Saturday Market On The River,33.4779069,-81.9639997,,,GA,,,,,,,
11294805858,node,HN Asian Market,33.7808203,-84.2393719,,,GA,,,,,,,
11340593274,node,Brunswick Harbor Market,31.1494774,-81.4984797,F Street,Brunswick,GA,31520,"Sa[1],Sa[3],Sa[5] 08:00-14:00",https://forwardbrunswick.org/farmersmarket/,,,,
11340593275,node,Forward Brunswick Farmers' Market,31.1495383,-81.4984931,F Street,Brunswick,GA,31520,"Sa[2],Sa[4] 09:00-13:00",https://forwardbrunswick.org/farmersmarket/,,,,
11413262187,node,Veggie Park Farmers Market,33.4775311,-81.9893703,,,GA,,,,,,,
11617854978,node,Z's Oriental Market,33.4891157,-82.1359946,,,GA,,,,,,,
11992553926,node,La Grange Farmer's Market,33.0407836,-85.0190857,,,GA,,,,,,,
12173925785,node,LaFayette Farmers Market,34.7050425,-85.2814054,East Villanow Street,,GA,,Jun-Aug Sa 09:00-12:00,,+1 281-745-8259,https://www.facebook.com/lafayettefarmersmarketga/,,
12492366752,node,Mercado El Granero,33.6002105,-84.3787026,Old Dixie Highway,Forest Park,GA,30297,08:00-22:00,,,,,
12986272821,node,Westside Market,34.0383529,-84.3415851,,,GA,,,,,,,
39448667,way,Atlanta Municipal Market,33.7539279,-84.3799682,,,GA,,,,,,,
44684944,way,Morningside Farmers Market,33.7923154,-84.3523329,,,GA,,Sa 08:00-11:30,https://www.morningsidemarket.com/,,,,
250696224,way,New Black Wall Street,33.6913191,-84.0928999,,,GA,,,,,,,
408034646,way,,33.4524677,-84.4555625,Glynn Street North,Fayetteville,GA,30214,,,,,,
487350846,way,State Farmer's Market,32.8161862,-83.6830327,Eisenhower Parkway,Macon,GA,31206,Mo-Su 08:00-19:00,,+1-478-752-1097,,,
583754323,way,Blue Ridge Flea Market,34.8394241,-84.3389378,,,GA,,,,+1 (706) 276-7649,,,
597420117,way,Bitter Creek Market,34.9100625,-83.8704826,,,GA,,,,,,,
618582400,way,Senoia Farmers' Market,33.3004115,-84.5552794,,,GA,,,,,,,
650100465,way,,32.0136736,-81.0784182,,,GA,,,,,,,
653832845,way,Bitter Creek Market,34.9099813,-83.87095,Young Harris Highway,Blairsville,GA,30512,,,,,,
690369001,way,Sunset Market,34.9537857,-85.2492482,Battlefield Parkway,Fort Oglethorpe,GA,,,,,,,
747180015,way,I-75 Flea Market,34.9838897,-85.2026877,Direct Connection Drive,East Ridge,TN,,,,,,,
781661247,way,International City Farmer's Market,32.618971,-83.6105274,,,GA,,Th 13:00-18:00,,,,,
802798584,way,Jefferson Flea Market,34.1517919,-83.6521819,,,GA,,,,,,,
963405390,way,Hamilton's Meat Market,34.5273917,-83.9942781,,,GA,,,https://hamiltonsmeatmarket.com/,706.867.6902,,,
968826113,way,New Happy Market,33.605654,-84.4358115,,,GA,,,,,,,microsoft/BuildingFootprints
989705645,way,Red Barn Flea Market,34.7654052,-84.9169344,,,GA,,,,,,,
1060361896,way,Bargainville Flea Market,30.6715868,-83.2133186,Mill Store Road,Lake Park,GA,31636,Sa-Su 06:00-17:00,,+1 (229) 559-0141,https://www.facebook.com/barginvillefleamarket/,,
1062117126,way,Farm 441,33.846044,-83.423569,Macon Highway,Bishop,GA,30621,,https://www.farm441ga.com/,,,,
1066846367,way,J&J Flea Market,34.0287128,-83.3979073,,,GA,,,,,,,
1080663244,way,Johnson's Meat Market,30.8677783,-84.1234199,,,GA,,,,,,,
1098073546,way,Walthourville Meat Market,31.775227,-81.631013,,,GA,,,,,,,microsoft/BuildingFootprints
1128105938,way,Coweta County Farmers Market,33.3840669,-84.8132122,,,GA,,,,,,,
1128106294,way,Country Gardens Farm,33.3868808,-84.675814,,,GA,,,https://countrygardensfarm.com/,,,,
1147974392,way,,33.2368136,-83.3194868,,,GA,,,,,,,
1184091630,way,,32.3877229,-84.9339448,,,GA,,,,,,,
1186025751,way,,33.5398449,-83.4604925,,,GA,,,,,,,
1252734540,way,Knight's Market,33.4460536,-84.1466152,,,GA,,,,,,,
1281221600,way,Farmer's Market,34.8573691,-84.328002,,,GA,,,,,,,
1289730210,way,Evan’s Farmers Market,33.5430895,-82.1271462,,,GA,,,,,,,
1296668475,way,Polk's Market,31.98476,-81.0754859,,,GA,,,,,,,
1337795974,way,South Georgia Produce,30.7057387,-83.1099162,,,GA,,,,,,,
1392437089,way,Cabbagetown Market,33.7492424,-84.3679417,Carroll Street Southeast,Atlanta,GA,30312,,,,,,
2657172975,node,Flower Market,19.7226861,-155.0857476,,,HI,,,,,,,
2661744350,node,Hawi Farmers Market,20.2372686,-155.830194,,,HI,,"Sa 8:00-14:00,Tu 14:00-18:00",,+1-808-889-0889,,,
3233852803,node,Island Country Markets,21.2852671,-157.835786,Ala Moana Boulevard,Honolulu,HI,96815,Mo-Su 06:30-23:00,,+1 808-570-0180,,,
3641605128,node,The Marketplace,21.3319956,-158.1207143,,,HI,,,,,,,
3743435260,node,Hanalei Farmer's Market,22.2014337,-159.498842,Malolo Road,Hanalei,HI,96714,Sa 09:30-12:00,https://halehalawai.org/,+1-808-826-1011,,,
4193735494,node,Hukilau Marketplace,21.6380718,-157.9206684,,,HI,,,,,,,
4211932589,node,Aloha Stadium Swap Meet,21.3716203,-157.9296588,,,HI,,,,,,,
4231853446,node,Maui Marketplace,20.8807366,-156.4550484,,,HI,,,,,,,
4338888190,node,Duke's Marketplace,21.2786336,-157.827429,Dukes Lane,Honolulu,HI,96815,09:00-23:00,,,,,
4421914590,node,KCC Saturday Farmers’ Market,21.2694931,-157.8007315,,,HI,,Sa 07:30-11:00,https://hfbf.org/markets/markets/kcc/,,,,
4496954136,node,Maui Swap Meet,20.8923094,-156.477525,,,HI,,,,,,,
4603040771,node,Farmers Market,22.2029394,-159.5131337,,,HI,,Tu 14:00-15:00+,,,,,Bing
5281312324,node,Pure Kona Green Markets,19.4900396,-155.9110783,,,HI,,Su unknown; Mo-Sa closed,,+1-808-987-1444,https://www.facebook.com/SouthKonaGreenMarket,,
5371660821,node,Hana Farms,20.7821558,-156.0203241,Hana Highway,,HI,96713,,,,,,
5557767128,node,Ho’oulu Community Farmers Market,19.5590605,-155.9626636,Ehukai Street,,HI,96740,We 09:00-14:00,,,,,
5796389653,node,Hyatt Regency Waikiki Farmers Market,21.2761642,-157.8251415,,,HI,,"Tu, Th 16:00-20:00",,,,,
5904945547,node,Haiku Market,20.9134909,-156.3224102,Haiku Road,Haiku,HI,96708,,,,,,
7178538485,node,Farmers Market,19.5639571,-155.0879442,,,HI,,,,,,,
7816207222,node,Waimea Town Market,20.0221817,-155.66923,Lindsey Road,Waimea,HI,96743,Sa 07:30-12:00,https://waimeatownmarket.com/,,,,
8197649307,node,King Kamehameha Marketplace,19.7256464,-155.086582,,,HI,,,,,,,
8204052158,node,Food Trucks,19.6495385,-156.0033491,,,HI,,Fr 16:00-19:00,,,,,
8307558646,node,Kona Farmer's Market,19.6372125,-155.9919005,,,HI,,,http://www.konafarmersmarket.com/,,,,
8308136207,node,Rufus Poets Corner Market,19.4847143,-154.9414371,,,HI,,,http://rufuspoetscornermarket.com/,,,,
9104127889,node,Kinoole Farmers Market,19.6904784,-155.0699302,,,HI,,Sa 6:30-11:00,,,,,
9573846208,node,Kakaako Farmers Marketplace,21.2946171,-157.8587423,,,HI,,,,,,,
10178751208,node,Marketplace At Koloa Landing,21.8801588,-159.4657388,,,HI,,"0600-1900 Staffed, 1900-0600 Front Desk",,,,,
10195531966,node,Pualeilani Atrium Shops,21.2761394,-157.8252177,,,HI,,,,,,,
13018787555,node,Hilo Town Market,19.7260334,-155.0874627,Waianuenue Avenue,Hilo,HI,96720,Fr 17:00-21:00,https://www.hilotownmarket.co,,,,
13036575301,node,Kula Marketplace and Upcountry Deli,20.7777025,-156.3079717,Haleakala Highway,,HI,96790,Mo-Su 08:00-17:00,,,,,
98958502,way,Coconut Marketplace,22.0543881,-159.328685,,,HI,,,,,,,
287389084,way,Hilo Farmers Market - Crafts,19.7231904,-155.0846504,,,HI,,,,,,,
287389085,way,Hilo Farmer's Market - Food,19.7234883,-155.0848757,,,HI,,,,,,,
287389086,way,Hilo Farmer's Market - Crafts,19.7229123,-155.0847711,,,HI,,,,,,,
358042164,way,Nahiku Market,20.7942157,-156.0519078,,,HI,,,,,,,
360372429,way,Pau Hana Market,21.2798097,-157.8315735,,,HI,,closed,http://5starpark.com/,,,,
830631506,way,Panaʻewa Farmers Market,19.6989851,-155.0575632,,,HI,,,,,,,Bing Aerial
1055232418,way,Kauai Community Market,21.9652602,-159.3953765,,,HI,,,,,,,
3068675940,node,"George F. Brocke & Sons, Inc.",46.6079751,-116.666031,West Highway 3,Kendrick,ID,83537,,https://gfbrocke.com/,+1-208-289-4231,,,
8429196298,node,Blackboard Market,47.4722627,-115.9237702,,,ID,,,,,,,
8929751619,node,Idaho Fresh Produce,43.4834424,-111.9697027,,,ID,,,,,,,
8929781474,node,Blue Skies Product Dist,43.4814639,-111.9679059,,,ID,,,,,,,
8999636126,node,Portneuf Valley Farmers Market,42.864711,-112.4530721,,,ID,,,,,,,
1086855214,way,Oldtown Flea Market,48.1838836,-117.0126163,,,ID,,,,,,,
1338442302,way,Pettit's County Market,42.5203825,-114.8720293,Main Street,Castleford,ID,83321,,,,,,
1907946069,node,Saturday Farmers' Market,40.9461135,-90.3653756,,,IL,,May-Oct Sa 08:00-12:00,,,,,
2699329330,node,Farmer's Market,41.888753,-87.7869122,,,IL,,,,,,,
3090991374,node,Shop Wireless,41.5168813,-87.9846847,,,IL,,,,,,,
3559191160,node,French Market,41.8641363,-88.1076495,,,IL,,Jun-Aug Sa 08:00-14:00,,,,,
4563608271,node,Fox Valley Flea Market,42.0534145,-88.2962413,,,IL,,Fr 11:00-19:00; Sa 09:00-19:00; Su 09:00-18:00,,,,,
5103676123,node,Good Hope Gardens,40.5576689,-90.6712317,East Main Street,Good Hope,IL,61438,,,,,,
5282885292,node,Christkindlmarket,41.8834847,-87.6301003,West Washington Street,,IL,60602,,,,,Q1253718,
5652012631,node,Sheffield Market & Deli,41.9361561,-87.6538197,North Sheffield Avenue,Chicago,IL,60657,"Mo-Th 06:30-23:00, Fr 06:30-00:00",,,,,
6042657756,node,Jeffrey's Meat Market,39.8404429,-88.9728816,South Oakland Avenue,Decatur,IL,62522,,https://www.jeffreyshouseofmeats.com/jeffreys-meat-market/4145634,+1-217-791-5498,,,
6152737398,node,Fairmont Flea Market,38.6582886,-90.0914244,,,IL,,,,,,,
6938271173,node,Mensing Consulting Solutions,38.4907327,-89.7973678,,,IL,,,,,,,
7782952530,node,Oswego Country Market,41.6849381,-88.3518655,,,IL,,Su 09:00-13:00,https://www.oswegolandparkdistrict.org/programs-events/special-events/oswego-country-market/,,,,
8405852733,node,Mercado del Pueblo,41.902611,-87.6917149,West Division Street,Chicago,IL,60622,,,,,,
